size	64
T	2
J	1
H	0
x	y
0	30
0	36
0	48
0	55
1	12
1	29
2	1
2	17
2	39
2	40
2	41
2	46
2	53
2	54
3	39
3	44
3	45
3	53
3	58
4	39
4	40
4	58
5	33
5	39
5	40
6	9
6	27
7	10
8	10
8	30
8	35
9	36
10	33
11	19
11	34
12	0
12	1
12	51
13	11
13	28
14	33
14	56
16	4
16	15
16	16
16	63
17	3
17	4
17	18
20	42
21	13
21	14
21	15
21	30
21	42
22	30
25	3
26	20
27	23
27	35
27	43
27	59
28	23
29	19
29	23
29	53
30	8
30	14
30	16
30	54
30	55
31	14
31	16
31	53
31	54
31	55
32	15
32	25
32	30
33	15
33	16
33	23
33	24
33	42
35	6
35	14
35	30
35	34
35	49
36	29
36	30
36	36
36	37
36	47
37	30
37	33
37	36
37	37
38	30
38	36
38	47
38	58
39	3
39	4
39	47
39	58
40	4
40	24
40	46
40	47
40	53
41	24
41	25
41	51
41	52
41	53
41	61
42	52
42	53
44	0
44	45
44	46
44	47
45	33
45	35
45	36
45	42
46	1
46	33
47	49
49	28
49	49
51	4
53	29
53	44
54	10
54	11
54	27
55	13
55	14
55	47
56	14
56	15
56	16
57	12
57	13
57	14
57	15
57	16
58	38
59	24
59	48
60	8
61	7
61	25
61	39
61	41
61	44
63	15
63	48
