size	64
T	2
J	1
H	0
x	y
0	4
0	5
0	6
0	7
0	46
0	47
0	48
1	62
2	8
2	46
2	62
3	4
3	5
3	10
3	22
3	23
3	35
3	54
4	4
4	5
4	9
4	10
4	21
4	22
4	34
4	35
5	4
5	5
5	8
5	9
5	10
5	11
5	12
5	21
5	22
5	35
6	2
6	3
6	4
6	5
6	8
6	10
6	12
6	18
7	1
7	2
7	3
7	4
7	5
7	8
7	16
7	17
7	20
7	21
7	22
7	40
7	47
7	48
7	52
8	2
8	3
8	4
8	6
8	17
8	20
8	21
8	22
8	47
8	48
8	52
8	53
9	3
9	4
9	5
9	6
9	17
9	22
9	33
9	35
9	52
9	58
10	3
10	4
10	5
10	6
10	8
10	33
10	34
10	35
10	52
10	53
11	3
11	4
11	5
11	6
11	33
11	34
11	61
12	6
12	9
12	34
12	35
12	61
13	9
13	33
13	34
13	35
14	2
14	33
14	34
14	35
14	50
15	6
15	7
15	21
15	36
15	49
15	50
16	4
17	54
18	54
18	55
19	8
19	35
19	55
20	8
20	27
20	47
20	55
21	14
21	39
21	40
22	38
22	39
22	51
23	7
23	30
24	12
24	48
24	53
24	59
25	17
26	1
26	17
27	27
28	2
28	25
28	63
29	9
29	10
29	11
29	16
29	35
29	39
30	16
30	17
30	41
31	7
31	8
31	30
31	37
31	39
31	40
32	3
32	7
32	8
32	9
32	28
32	32
32	36
32	37
33	9
33	10
34	8
34	9
34	59
36	46
37	7
37	8
37	17
37	18
37	19
37	20
38	0
38	25
39	11
39	30
39	31
40	16
40	31
40	32
41	17
41	30
41	31
41	32
42	53
43	8
43	29
43	52
43	53
43	55
43	56
44	3
44	45
44	54
44	55
44	56
45	0
45	55
45	56
45	57
47	14
47	15
47	16
47	60
48	54
49	49
49	50
49	51
49	52
49	53
49	54
50	21
50	44
50	49
50	50
50	51
50	52
50	53
50	54
50	55
51	21
51	49
51	50
51	51
51	52
51	53
51	54
51	55
52	49
52	52
52	53
52	54
53	6
53	7
53	52
53	63
54	3
55	1
55	2
55	3
55	28
55	29
56	10
56	21
56	39
56	40
56	41
57	39
57	40
57	41
58	39
58	41
58	42
59	1
59	2
59	36
59	37
59	48
60	2
60	23
60	26
60	38
60	43
61	61
63	4
63	5
63	48
