size	16
T	4
J	1
H	0
step-init_step	E	m
9870	-0.226562	-0.117188
9880	-0.226562	-0.140625
9890	-0.265625	-0.148438
9900	-0.257812	-0.132812
9910	-0.242188	-0.0859375
9920	-0.242188	-0.0859375
9930	-0.226562	-0.117188
9940	-0.257812	-0.140625
9950	-0.257812	-0.125
9960	-0.242188	-0.140625
9970	-0.226562	-0.148438
9980	-0.226562	-0.148438
9990	-0.21875	-0.132812
10000	-0.21875	-0.125
10010	-0.21875	-0.109375
10020	-0.21875	-0.125
10030	-0.195312	-0.101562
10040	-0.179688	-0.140625
10050	-0.203125	-0.148438
10060	-0.195312	-0.125
10070	-0.1875	-0.132812
10080	-0.171875	-0.125
10090	-0.1875	-0.109375
10100	-0.179688	-0.0859375
10110	-0.1875	-0.101562
10120	-0.171875	-0.0546875
10130	-0.171875	-0.03125
10140	-0.171875	-0.0390625
10150	-0.179688	-0.046875
10160	-0.1875	-0.015625
10170	-0.164062	-0.0078125
10180	-0.179688	-0.0078125
10190	-0.195312	-0.0078125
10200	-0.179688	-0.0390625
10210	-0.179688	-0.046875
10220	-0.164062	-0.0703125
10230	-0.148438	-0.046875
10240	-0.179688	-0.0546875
10250	-0.179688	-0.0625
10260	-0.1875	-0.0859375
10270	-0.179688	-0.046875
10280	-0.15625	-0.0546875
10290	-0.140625	-0.046875
10300	-0.148438	-0.0390625
10310	-0.164062	-0.0546875
10320	-0.195312	-0.078125
10330	-0.210938	-0.046875
10340	-0.210938	-0.0546875
10350	-0.179688	-0.046875
10360	-0.132812	-0.0390625
10370	-0.117188	-0.0625
10380	-0.125	-0.0703125
10390	-0.132812	-0.078125
10400	-0.15625	-0.0703125
10410	-0.15625	0
10420	-0.164062	-0.015625
10430	-0.179688	0
10440	-0.179688	-0.0546875
10450	-0.179688	-0.0859375
10460	-0.171875	-0.0859375
10470	-0.1875	-0.0703125
10480	-0.1875	-0.101562
10490	-0.15625	-0.117188
10500	-0.164062	-0.117188
10510	-0.15625	-0.117188
10520	-0.179688	-0.164062
10530	-0.203125	-0.179688
10540	-0.203125	-0.148438
10550	-0.21875	-0.164062
10560	-0.226562	-0.117188
10570	-0.226562	-0.132812
10580	-0.171875	-0.132812
10590	-0.1875	-0.132812
10600	-0.21875	-0.148438
10610	-0.1875	-0.132812
10620	-0.171875	-0.132812
10630	-0.195312	-0.164062
10640	-0.210938	-0.171875
10650	-0.21875	-0.195312
10660	-0.203125	-0.171875
10670	-0.210938	-0.15625
10680	-0.210938	-0.148438
10690	-0.1875	-0.109375
10700	-0.210938	-0.109375
10710	-0.195312	-0.0859375
10720	-0.195312	-0.101562
10730	-0.210938	-0.117188
10740	-0.226562	-0.125
10750	-0.203125	-0.125
10760	-0.210938	-0.140625
10770	-0.203125	-0.140625
10780	-0.179688	-0.117188
10790	-0.1875	-0.148438
10800	-0.203125	-0.15625
10810	-0.210938	-0.125
10820	-0.234375	-0.15625
10830	-0.226562	-0.15625
10840	-0.257812	-0.1875
10850	-0.265625	-0.210938
10860	-0.257812	-0.226562
10870	-0.265625	-0.21875
10880	-0.265625	-0.195312
10890	-0.28125	-0.203125
10900	-0.28125	-0.203125
10910	-0.289062	-0.171875
10920	-0.28125	-0.171875
10930	-0.289062	-0.179688
10940	-0.289062	-0.164062
10950	-0.28125	-0.164062
10960	-0.3125	-0.171875
10970	-0.34375	-0.179688
10980	-0.34375	-0.1875
10990	-0.3125	-0.15625
11000	-0.289062	-0.164062
11010	-0.328125	-0.171875
11020	-0.304688	-0.1875
11030	-0.265625	-0.148438
11040	-0.273438	-0.1875
11050	-0.289062	-0.164062
11060	-0.273438	-0.15625
11070	-0.265625	-0.203125
11080	-0.257812	-0.195312
11090	-0.265625	-0.171875
11100	-0.25	-0.164062
11110	-0.226562	-0.164062
11120	-0.242188	-0.15625
11130	-0.257812	-0.15625
11140	-0.265625	-0.125
11150	-0.265625	-0.148438
11160	-0.28125	-0.125
11170	-0.273438	-0.132812
11180	-0.289062	-0.101562
11190	-0.304688	-0.132812
11200	-0.320312	-0.09375
11210	-0.328125	-0.109375
11220	-0.328125	-0.109375
11230	-0.304688	-0.132812
11240	-0.320312	-0.15625
11250	-0.320312	-0.164062
11260	-0.3125	-0.171875
11270	-0.28125	-0.140625
11280	-0.273438	-0.101562
11290	-0.265625	-0.117188
11300	-0.273438	-0.125
11310	-0.296875	-0.132812
11320	-0.320312	-0.140625
11330	-0.3125	-0.171875
11340	-0.304688	-0.195312
11350	-0.3125	-0.179688
11360	-0.28125	-0.179688
11370	-0.226562	-0.164062
11380	-0.242188	-0.132812
11390	-0.234375	-0.125
11400	-0.21875	-0.148438
11410	-0.21875	-0.140625
11420	-0.203125	-0.132812
11430	-0.21875	-0.164062
11440	-0.234375	-0.164062
11450	-0.179688	-0.132812
11460	-0.171875	-0.125
11470	-0.164062	-0.109375
11480	-0.171875	-0.09375
11490	-0.171875	-0.078125
11500	-0.164062	-0.0859375
11510	-0.164062	-0.0625
11520	-0.1875	-0.0703125
11530	-0.1875	-0.0859375
11540	-0.203125	-0.109375
11550	-0.242188	-0.132812
11560	-0.226562	-0.132812
11570	-0.242188	-0.15625
11580	-0.25	-0.140625
11590	-0.242188	-0.117188
11600	-0.25	-0.125
11610	-0.226562	-0.132812
11620	-0.226562	-0.09375
11630	-0.242188	-0.117188
11640	-0.234375	-0.101562
11650	-0.25	-0.0703125
11660	-0.242188	-0.0859375
11670	-0.21875	-0.09375
11680	-0.226562	-0.125
11690	-0.21875	-0.109375
11700	-0.242188	-0.101562
11710	-0.242188	-0.0703125
11720	-0.226562	-0.0859375
11730	-0.21875	-0.0859375
11740	-0.210938	-0.0703125
11750	-0.234375	-0.09375
11760	-0.226562	-0.0703125
11770	-0.234375	-0.0625
11780	-0.21875	-0.09375
11790	-0.203125	-0.109375
11800	-0.195312	-0.148438
11810	-0.195312	-0.148438
11820	-0.21875	-0.195312
11830	-0.234375	-0.203125
11840	-0.242188	-0.210938
11850	-0.257812	-0.210938
11860	-0.265625	-0.234375
11870	-0.273438	-0.25
11880	-0.304688	-0.296875
11890	-0.328125	-0.320312
11900	-0.320312	-0.304688
11910	-0.3125	-0.320312
11920	-0.359375	-0.320312
11930	-0.328125	-0.320312
11940	-0.335938	-0.304688
11950	-0.34375	-0.289062
11960	-0.34375	-0.28125
11970	-0.351562	-0.304688
11980	-0.34375	-0.296875
11990	-0.328125	-0.296875
12000	-0.3125	-0.25
12010	-0.289062	-0.242188
12020	-0.28125	-0.257812
12030	-0.273438	-0.289062
12040	-0.265625	-0.296875
12050	-0.265625	-0.273438
12060	-0.289062	-0.265625
12070	-0.304688	-0.226562
12080	-0.296875	-0.257812
12090	-0.296875	-0.25
12100	-0.3125	-0.242188
12110	-0.320312	-0.226562
12120	-0.320312	-0.242188
12130	-0.335938	-0.265625
12140	-0.328125	-0.234375
12150	-0.320312	-0.242188
12160	-0.367188	-0.265625
12170	-0.320312	-0.25
12180	-0.34375	-0.289062
12190	-0.320312	-0.296875
12200	-0.320312	-0.304688
12210	-0.328125	-0.328125
12220	-0.3125	-0.289062
12230	-0.265625	-0.265625
12240	-0.257812	-0.273438
12250	-0.289062	-0.25
12260	-0.257812	-0.25
12270	-0.265625	-0.234375
12280	-0.257812	-0.203125
12290	-0.265625	-0.179688
12300	-0.257812	-0.195312
12310	-0.234375	-0.164062
12320	-0.242188	-0.15625
12330	-0.234375	-0.148438
12340	-0.265625	-0.148438
12350	-0.257812	-0.101562
12360	-0.273438	-0.101562
12370	-0.273438	-0.109375
12380	-0.242188	-0.09375
12390	-0.25	-0.09375
12400	-0.226562	-0.078125
12410	-0.210938	-0.0703125
12420	-0.21875	-0.078125
12430	-0.226562	-0.09375
12440	-0.210938	-0.0859375
12450	-0.234375	-0.09375
12460	-0.21875	-0.09375
12470	-0.242188	-0.117188
12480	-0.242188	-0.09375
12490	-0.234375	-0.101562
12500	-0.242188	-0.0859375
12510	-0.234375	-0.046875
12520	-0.21875	-0.0078125
12530	-0.21875	0.0234375
12540	-0.257812	0.03125
12550	-0.25	0.015625
12560	-0.25	-0.015625
12570	-0.25	-0.03125
12580	-0.273438	-0.0390625
12590	-0.289062	-0.0546875
12600	-0.289062	-0.0703125
12610	-0.304688	-0.0703125
12620	-0.304688	-0.078125
12630	-0.304688	-0.0625
12640	-0.296875	-0.046875
12650	-0.3125	-0.078125
12660	-0.296875	-0.0703125
12670	-0.304688	-0.0625
12680	-0.296875	-0.0625
12690	-0.3125	-0.046875
12700	-0.3125	-0.0625
12710	-0.3125	-0.015625
12720	-0.320312	-0.03125
12730	-0.304688	-0.015625
12740	-0.3125	-0.0078125
12750	-0.3125	-0.0078125
12760	-0.28125	0.015625
12770	-0.296875	0.0234375
12780	-0.296875	0.03125
12790	-0.328125	0.0234375
12800	-0.359375	0.03125
12810	-0.328125	0.046875
12820	-0.3125	0.03125
12830	-0.34375	0.0234375
12840	-0.367188	0.046875
12850	-0.367188	0
12860	-0.351562	0.03125
12870	-0.34375	0.0078125
12880	-0.335938	0.03125
12890	-0.335938	0.015625
12900	-0.335938	0.0234375
12910	-0.359375	0
12920	-0.351562	-0.0078125
12930	-0.335938	0
12940	-0.335938	0.0078125
12950	-0.34375	0.0234375
12960	-0.3125	-0.0078125
12970	-0.320312	-0.015625
12980	-0.328125	-0.0234375
12990	-0.304688	-0.03125
13000	-0.296875	-0.03125
13010	-0.289062	-0.03125
13020	-0.265625	-0.046875
13030	-0.265625	-0.046875
13040	-0.273438	-0.03125
13050	-0.242188	0.015625
13060	-0.242188	0.0078125
13070	-0.25	0.015625
13080	-0.265625	0.015625
13090	-0.257812	-0.0078125
13100	-0.234375	-0.0234375
13110	-0.21875	-0.0546875
13120	-0.203125	-0.0703125
13130	-0.21875	-0.078125
13140	-0.21875	-0.0703125
13150	-0.226562	-0.09375
13160	-0.242188	-0.09375
13170	-0.25	-0.101562
13180	-0.289062	-0.0859375
13190	-0.289062	-0.0859375
13200	-0.28125	-0.125
13210	-0.265625	-0.09375
13220	-0.273438	-0.0703125
13230	-0.289062	-0.09375
13240	-0.265625	-0.101562
13250	-0.273438	-0.132812
13260	-0.265625	-0.140625
13270	-0.273438	-0.164062
13280	-0.25	-0.179688
13290	-0.257812	-0.171875
13300	-0.273438	-0.195312
13310	-0.257812	-0.226562
13320	-0.265625	-0.265625
13330	-0.265625	-0.289062
13340	-0.234375	-0.257812
13350	-0.226562	-0.265625
13360	-0.203125	-0.25
13370	-0.210938	-0.226562
13380	-0.1875	-0.203125
13390	-0.171875	-0.203125
13400	-0.21875	-0.226562
13410	-0.257812	-0.25
13420	-0.234375	-0.226562
13430	-0.25	-0.226562
13440	-0.25	-0.242188
13450	-0.242188	-0.25
13460	-0.257812	-0.25
13470	-0.273438	-0.265625
13480	-0.265625	-0.265625
13490	-0.273438	-0.257812
13500	-0.273438	-0.28125
13510	-0.265625	-0.320312
13520	-0.273438	-0.289062
13530	-0.265625	-0.320312
13540	-0.25	-0.3125
13550	-0.242188	-0.296875
13560	-0.25	-0.3125
13570	-0.273438	-0.3125
13580	-0.273438	-0.34375
13590	-0.242188	-0.351562
13600	-0.273438	-0.375
13610	-0.296875	-0.367188
13620	-0.296875	-0.367188
13630	-0.320312	-0.382812
13640	-0.304688	-0.375
13650	-0.28125	-0.375
13660	-0.296875	-0.382812
13670	-0.320312	-0.390625
13680	-0.3125	-0.375
13690	-0.328125	-0.382812
13700	-0.304688	-0.359375
13710	-0.289062	-0.335938
13720	-0.289062	-0.328125
13730	-0.28125	-0.328125
13740	-0.28125	-0.34375
13750	-0.257812	-0.304688
13760	-0.265625	-0.296875
13770	-0.265625	-0.296875
13780	-0.289062	-0.296875
13790	-0.273438	-0.289062
13800	-0.273438	-0.289062
13810	-0.25	-0.25
13820	-0.210938	-0.234375
13830	-0.21875	-0.234375
13840	-0.234375	-0.257812
13850	-0.234375	-0.265625
13860	-0.242188	-0.265625
13870	-0.234375	-0.25
13880	-0.21875	-0.234375
13890	-0.210938	-0.234375
13900	-0.242188	-0.257812
13910	-0.234375	-0.273438
13920	-0.25	-0.296875
13930	-0.21875	-0.273438
13940	-0.21875	-0.304688
13950	-0.242188	-0.304688
13960	-0.273438	-0.328125
13970	-0.257812	-0.328125
13980	-0.273438	-0.304688
13990	-0.28125	-0.289062
14000	-0.28125	-0.273438
14010	-0.273438	-0.257812
14020	-0.304688	-0.273438
14030	-0.3125	-0.28125
14040	-0.296875	-0.257812
14050	-0.28125	-0.265625
14060	-0.273438	-0.265625
14070	-0.257812	-0.289062
14080	-0.242188	-0.289062
14090	-0.226562	-0.289062
14100	-0.242188	-0.296875
14110	-0.226562	-0.273438
14120	-0.226562	-0.257812
14130	-0.242188	-0.257812
14140	-0.25	-0.273438
14150	-0.265625	-0.273438
14160	-0.257812	-0.257812
14170	-0.265625	-0.265625
14180	-0.296875	-0.273438
14190	-0.296875	-0.265625
14200	-0.320312	-0.289062
14210	-0.320312	-0.304688
14220	-0.304688	-0.328125
14230	-0.257812	-0.296875
14240	-0.289062	-0.328125
14250	-0.28125	-0.351562
14260	-0.28125	-0.335938
14270	-0.289062	-0.34375
14280	-0.296875	-0.320312
14290	-0.296875	-0.320312
14300	-0.265625	-0.289062
14310	-0.25	-0.289062
14320	-0.234375	-0.28125
14330	-0.242188	-0.273438
14340	-0.242188	-0.242188
14350	-0.226562	-0.226562
14360	-0.234375	-0.226562
14370	-0.21875	-0.21875
14380	-0.210938	-0.1875
14390	-0.195312	-0.1875
14400	-0.203125	-0.179688
14410	-0.203125	-0.15625
14420	-0.179688	-0.140625
14430	-0.203125	-0.125
14440	-0.195312	-0.140625
14450	-0.179688	-0.148438
14460	-0.195312	-0.148438
14470	-0.210938	-0.148438
14480	-0.21875	-0.164062
14490	-0.1875	-0.164062
14500	-0.210938	-0.179688
14510	-0.195312	-0.179688
14520	-0.1875	-0.171875
14530	-0.1875	-0.203125
14540	-0.179688	-0.21875
14550	-0.195312	-0.234375
14560	-0.195312	-0.21875
14570	-0.1875	-0.21875
14580	-0.179688	-0.195312
14590	-0.195312	-0.203125
14600	-0.1875	-0.195312
14610	-0.203125	-0.171875
14620	-0.195312	-0.148438
14630	-0.226562	-0.125
14640	-0.21875	-0.117188
14650	-0.203125	-0.117188
14660	-0.164062	-0.117188
14670	-0.164062	-0.09375
14680	-0.171875	-0.078125
14690	-0.171875	-0.109375
14700	-0.15625	-0.078125
14710	-0.15625	-0.0703125
14720	-0.179688	-0.078125
14730	-0.1875	-0.09375
14740	-0.21875	-0.078125
14750	-0.21875	-0.0625
14760	-0.210938	-0.046875
14770	-0.195312	-0.0703125
14780	-0.195312	-0.0625
14790	-0.195312	-0.0703125
14800	-0.195312	-0.0703125
14810	-0.210938	-0.0625
14820	-0.195312	-0.0625
14830	-0.195312	-0.0859375
14840	-0.203125	-0.0703125
14850	-0.21875	-0.0546875
14860	-0.210938	-0.0234375
14870	-0.21875	0.0078125
14880	-0.210938	0.03125
14890	-0.210938	0.03125
14900	-0.195312	0.0390625
14910	-0.195312	0.0390625
14920	-0.195312	0.0625
14930	-0.1875	0.0859375
14940	-0.1875	0.0625
14950	-0.1875	0.0546875
14960	-0.164062	0.0546875
14970	-0.179688	0.046875
14980	-0.203125	0.03125
14990	-0.21875	0.0390625
15000	-0.25	0.0390625
15010	-0.242188	0.0390625
15020	-0.226562	0.0546875
15030	-0.21875	0.0546875
15040	-0.234375	0.078125
15050	-0.257812	0.101562
15060	-0.28125	0.0859375
15070	-0.328125	0.0546875
15080	-0.320312	0.0390625
15090	-0.328125	0.046875
15100	-0.3125	0.0234375
15110	-0.320312	0.03125
15120	-0.304688	0.046875
15130	-0.328125	0.0390625
15140	-0.304688	0.046875
15150	-0.3125	0.0234375
15160	-0.320312	0.0234375
15170	-0.304688	0.03125
15180	-0.273438	0.0546875
15190	-0.28125	0.0390625
15200	-0.28125	0.0625
15210	-0.265625	0.0390625
15220	-0.25	0.0234375
15230	-0.273438	0
15240	-0.28125	0.015625
15250	-0.25	0.046875
15260	-0.257812	0.015625
15270	-0.25	0.0078125
15280	-0.226562	0
15290	-0.21875	0
15300	-0.226562	-0.015625
15310	-0.226562	-0.015625
15320	-0.25	-0.015625
15330	-0.234375	-0.0390625
15340	-0.242188	-0.0546875
15350	-0.242188	-0.0703125
15360	-0.242188	-0.0859375
15370	-0.21875	-0.0859375
15380	-0.21875	-0.078125
15390	-0.234375	-0.078125
15400	-0.226562	-0.0546875
15410	-0.21875	-0.078125
15420	-0.195312	-0.078125
15430	-0.179688	-0.0390625
15440	-0.210938	-0.0625
15450	-0.203125	-0.0859375
15460	-0.21875	-0.0546875
15470	-0.21875	-0.0625
15480	-0.210938	-0.0546875
15490	-0.195312	-0.0390625
15500	-0.226562	-0.0625
15510	-0.234375	-0.078125
15520	-0.242188	-0.0859375
15530	-0.25	-0.101562
15540	-0.25	-0.109375
15550	-0.234375	-0.101562
15560	-0.210938	-0.117188
15570	-0.226562	-0.148438
15580	-0.25	-0.171875
15590	-0.257812	-0.195312
15600	-0.257812	-0.164062
15610	-0.257812	-0.164062
15620	-0.265625	-0.148438
15630	-0.273438	-0.171875
15640	-0.289062	-0.179688
15650	-0.28125	-0.171875
15660	-0.296875	-0.179688
15670	-0.289062	-0.210938
15680	-0.265625	-0.15625
15690	-0.257812	-0.140625
15700	-0.265625	-0.148438
15710	-0.25	-0.179688
15720	-0.25	-0.1875
15730	-0.257812	-0.210938
15740	-0.257812	-0.164062
15750	-0.273438	-0.195312
15760	-0.304688	-0.1875
15770	-0.304688	-0.171875
15780	-0.273438	-0.179688
15790	-0.273438	-0.140625
15800	-0.257812	-0.101562
15810	-0.25	-0.101562
15820	-0.21875	-0.09375
15830	-0.210938	-0.125
15840	-0.226562	-0.09375
15850	-0.242188	-0.0859375
15860	-0.242188	-0.101562
15870	-0.242188	-0.132812
15880	-0.226562	-0.132812
15890	-0.226562	-0.117188
15900	-0.242188	-0.132812
15910	-0.210938	-0.148438
15920	-0.210938	-0.125
15930	-0.226562	-0.101562
15940	-0.226562	-0.09375
15950	-0.234375	-0.078125
15960	-0.21875	-0.0625
15970	-0.226562	-0.0390625
15980	-0.242188	-0.046875
15990	-0.226562	-0.0390625
16000	-0.21875	-0.0703125
16010	-0.210938	-0.0546875
16020	-0.203125	-0.0859375
16030	-0.210938	-0.078125
16040	-0.21875	-0.117188
16050	-0.210938	-0.125
16060	-0.21875	-0.101562
16070	-0.25	-0.117188
16080	-0.273438	-0.132812
16090	-0.242188	-0.125
16100	-0.226562	-0.171875
16110	-0.21875	-0.171875
16120	-0.257812	-0.203125
16130	-0.234375	-0.195312
16140	-0.226562	-0.1875
16150	-0.234375	-0.21875
16160	-0.234375	-0.242188
16170	-0.242188	-0.25
16180	-0.226562	-0.265625
16190	-0.25	-0.296875
16200	-0.242188	-0.3125
16210	-0.265625	-0.296875
16220	-0.28125	-0.3125
16230	-0.289062	-0.296875
16240	-0.296875	-0.304688
16250	-0.296875	-0.304688
16260	-0.289062	-0.296875
16270	-0.273438	-0.28125
16280	-0.265625	-0.265625
16290	-0.257812	-0.242188
16300	-0.25	-0.210938
16310	-0.265625	-0.242188
16320	-0.257812	-0.226562
16330	-0.28125	-0.257812
16340	-0.28125	-0.257812
16350	-0.273438	-0.265625
16360	-0.234375	-0.28125
16370	-0.25	-0.257812
16380	-0.265625	-0.25
16390	-0.28125	-0.234375
16400	-0.304688	-0.234375
16410	-0.335938	-0.273438
16420	-0.34375	-0.273438
16430	-0.34375	-0.28125
16440	-0.359375	-0.28125
16450	-0.359375	-0.265625
16460	-0.359375	-0.273438
16470	-0.367188	-0.273438
16480	-0.34375	-0.273438
16490	-0.351562	-0.28125
16500	-0.335938	-0.28125
16510	-0.3125	-0.289062
16520	-0.328125	-0.265625
16530	-0.320312	-0.25
16540	-0.3125	-0.257812
16550	-0.328125	-0.273438
16560	-0.328125	-0.265625
16570	-0.328125	-0.265625
16580	-0.304688	-0.234375
16590	-0.289062	-0.21875
16600	-0.296875	-0.242188
16610	-0.304688	-0.234375
16620	-0.320312	-0.25
16630	-0.3125	-0.257812
16640	-0.304688	-0.21875
16650	-0.304688	-0.226562
16660	-0.273438	-0.210938
16670	-0.273438	-0.203125
16680	-0.28125	-0.171875
16690	-0.273438	-0.171875
16700	-0.289062	-0.171875
16710	-0.28125	-0.179688
16720	-0.28125	-0.179688
16730	-0.289062	-0.15625
16740	-0.3125	-0.164062
16750	-0.304688	-0.164062
16760	-0.265625	-0.179688
16770	-0.273438	-0.171875
16780	-0.273438	-0.164062
16790	-0.265625	-0.195312
16800	-0.265625	-0.1875
16810	-0.242188	-0.203125
16820	-0.21875	-0.210938
16830	-0.242188	-0.203125
16840	-0.242188	-0.195312
16850	-0.234375	-0.195312
16860	-0.234375	-0.179688
16870	-0.234375	-0.171875
16880	-0.242188	-0.1875
16890	-0.25	-0.164062
16900	-0.257812	-0.164062
16910	-0.28125	-0.203125
16920	-0.296875	-0.1875
16930	-0.3125	-0.203125
16940	-0.3125	-0.210938
16950	-0.34375	-0.226562
16960	-0.367188	-0.21875
16970	-0.382812	-0.203125
16980	-0.359375	-0.203125
16990	-0.375	-0.203125
17000	-0.375	-0.179688
17010	-0.351562	-0.164062
17020	-0.359375	-0.164062
17030	-0.375	-0.15625
17040	-0.375	-0.1875
17050	-0.375	-0.15625
17060	-0.367188	-0.164062
17070	-0.367188	-0.164062
17080	-0.375	-0.15625
17090	-0.375	-0.15625
17100	-0.382812	-0.164062
17110	-0.367188	-0.148438
17120	-0.328125	-0.140625
17130	-0.34375	-0.164062
17140	-0.351562	-0.164062
17150	-0.328125	-0.148438
17160	-0.289062	-0.132812
17170	-0.304688	-0.140625
17180	-0.304688	-0.132812
17190	-0.328125	-0.164062
17200	-0.320312	-0.164062
17210	-0.3125	-0.1875
17220	-0.328125	-0.1875
17230	-0.3125	-0.195312
17240	-0.335938	-0.195312
17250	-0.3125	-0.1875
17260	-0.328125	-0.210938
17270	-0.335938	-0.21875
17280	-0.328125	-0.21875
17290	-0.296875	-0.21875
17300	-0.3125	-0.179688
17310	-0.296875	-0.140625
17320	-0.3125	-0.132812
17330	-0.304688	-0.148438
17340	-0.3125	-0.148438
17350	-0.304688	-0.109375
17360	-0.3125	-0.109375
17370	-0.328125	-0.109375
17380	-0.34375	-0.09375
17390	-0.351562	-0.117188
17400	-0.351562	-0.101562
17410	-0.351562	-0.109375
17420	-0.351562	-0.140625
17430	-0.359375	-0.148438
17440	-0.359375	-0.132812
17450	-0.367188	-0.140625
17460	-0.359375	-0.15625
17470	-0.335938	-0.15625
17480	-0.351562	-0.132812
17490	-0.335938	-0.09375
17500	-0.335938	-0.09375
17510	-0.328125	-0.0703125
17520	-0.328125	-0.046875
17530	-0.3125	-0.0546875
17540	-0.3125	-0.0546875
17550	-0.304688	-0.0390625
17560	-0.296875	-0.0234375
17570	-0.3125	-0.0234375
17580	-0.328125	-0.0625
17590	-0.3125	-0.0859375
17600	-0.320312	-0.078125
17610	-0.320312	-0.09375
17620	-0.296875	-0.078125
17630	-0.296875	-0.0625
17640	-0.28125	-0.0546875
17650	-0.304688	-0.046875
17660	-0.304688	-0.0234375
17670	-0.3125	-0.03125
17680	-0.3125	-0.0234375
17690	-0.304688	-0.0546875
17700	-0.28125	-0.046875
17710	-0.28125	-0.046875
17720	-0.289062	-0.03125
17730	-0.265625	-0.0390625
17740	-0.265625	-0.0625
17750	-0.289062	-0.0390625
17760	-0.28125	0
17770	-0.28125	0.0234375
17780	-0.257812	0.0625
17790	-0.234375	0.0546875
17800	-0.242188	0.046875
17810	-0.25	0.03125
17820	-0.21875	0.0078125
17830	-0.226562	0.0078125
17840	-0.195312	-0.015625
17850	-0.203125	-0.015625
17860	-0.226562	-0.03125
17870	-0.265625	-0.015625
17880	-0.28125	0
17890	-0.273438	-0.0078125
17900	-0.257812	-0.0234375
17910	-0.242188	-0.015625
17920	-0.273438	0.0234375
17930	-0.289062	0.03125
17940	-0.289062	0.0625
17950	-0.273438	0.101562
17960	-0.273438	0.109375
17970	-0.289062	0.09375
17980	-0.296875	0.125
17990	-0.28125	0.109375
18000	-0.28125	0.125
18010	-0.296875	0.101562
18020	-0.304688	0.125
18030	-0.304688	0.132812
18040	-0.3125	0.148438
18050	-0.296875	0.132812
18060	-0.296875	0.109375
18070	-0.289062	0.125
18080	-0.28125	0.117188
18090	-0.289062	0.101562
18100	-0.289062	0.109375
18110	-0.289062	0.09375
18120	-0.304688	0.0625
18130	-0.3125	0.0546875
18140	-0.28125	0.0546875
18150	-0.328125	0.0625
18160	-0.351562	0.09375
18170	-0.359375	0.0703125
18180	-0.328125	0.046875
18190	-0.34375	0.015625
18200	-0.328125	0.0390625
18210	-0.328125	0.0390625
18220	-0.351562	0.0625
18230	-0.375	0.0703125
18240	-0.34375	0.0390625
18250	-0.328125	0.0390625
18260	-0.304688	0.046875
18270	-0.304688	0.046875
18280	-0.3125	0.0390625
18290	-0.320312	0.0390625
18300	-0.328125	0.0234375
18310	-0.304688	0.046875
18320	-0.304688	0.046875
18330	-0.28125	0.0390625
18340	-0.242188	0.03125
18350	-0.257812	0.0234375
18360	-0.265625	0.0078125
18370	-0.265625	0.0234375
18380	-0.265625	0.0234375
18390	-0.257812	0.0078125
18400	-0.289062	0.0234375
18410	-0.289062	0.0390625
18420	-0.289062	0.015625
18430	-0.3125	-0.015625
18440	-0.289062	-0.0390625
18450	-0.296875	-0.0390625
18460	-0.296875	-0.03125
18470	-0.289062	-0.015625
18480	-0.296875	-0.015625
18490	-0.289062	0
18500	-0.296875	0.0078125
18510	-0.28125	0.046875
18520	-0.28125	0.078125
18530	-0.265625	0.0859375
18540	-0.25	0.078125
18550	-0.265625	0.0703125
18560	-0.257812	0.0703125
18570	-0.226562	0.101562
18580	-0.21875	0.101562
18590	-0.21875	0.109375
18600	-0.210938	0.109375
18610	-0.21875	0.117188
18620	-0.1875	0.109375
18630	-0.210938	0.101562
18640	-0.257812	0.046875
18650	-0.273438	0.0703125
18660	-0.265625	0.09375
18670	-0.257812	0.0859375
18680	-0.25	0.0859375
18690	-0.257812	0.09375
18700	-0.28125	0.09375
18710	-0.28125	0.09375
18720	-0.289062	0.101562
18730	-0.320312	0.101562
18740	-0.3125	0.09375
18750	-0.289062	0.140625
18760	-0.289062	0.125
18770	-0.3125	0.171875
18780	-0.320312	0.179688
18790	-0.296875	0.1875
18800	-0.273438	0.164062
18810	-0.289062	0.140625
18820	-0.257812	0.09375
18830	-0.242188	0.0703125
18840	-0.226562	0.0625
18850	-0.226562	0.046875
18860	-0.273438	0.0390625
18870	-0.289062	0.0234375
18880	-0.289062	0.0546875
18890	-0.296875	0.078125
18900	-0.304688	0.078125
18910	-0.320312	0.09375
18920	-0.335938	0.09375
18930	-0.335938	0.0859375
18940	-0.320312	0.046875
18950	-0.304688	0.0546875
18960	-0.304688	0.0390625
18970	-0.304688	0.0234375
18980	-0.289062	0.0390625
18990	-0.28125	0.03125
19000	-0.265625	0.03125
19010	-0.25	0.0078125
19020	-0.234375	0.03125
19030	-0.226562	0.0390625
19040	-0.21875	0.03125
19050	-0.226562	0.015625
19060	-0.25	0.015625
19070	-0.226562	0.03125
19080	-0.265625	0.0390625
19090	-0.28125	0.0390625
19100	-0.28125	0.0625
19110	-0.296875	0.0625
19120	-0.296875	0.0625
19130	-0.28125	0.046875
19140	-0.320312	0.0546875
19150	-0.304688	0.0625
19160	-0.328125	0.0546875
19170	-0.335938	0.03125
19180	-0.335938	0.0234375
19190	-0.351562	0.03125
19200	-0.328125	0.0625
19210	-0.34375	0.0703125
19220	-0.351562	0.0390625
19230	-0.367188	0.015625
19240	-0.359375	0
19250	-0.34375	0.015625
19260	-0.335938	0.03125
19270	-0.34375	0.0234375
19280	-0.359375	0.0390625
