size	16
T	4
J	1
H	0
step-init_step	E	m
19290	-0.359375	0.0546875
19300	-0.351562	0.0625
19310	-0.367188	0.0390625
19320	-0.390625	0.046875
19330	-0.359375	0.078125
19340	-0.351562	0.0703125
19350	-0.351562	0.0859375
19360	-0.3125	0.0546875
19370	-0.304688	0.0703125
19380	-0.320312	0.078125
19390	-0.320312	0.0546875
19400	-0.304688	0.0703125
19410	-0.296875	0.03125
19420	-0.296875	0.0234375
19430	-0.273438	-0.0078125
19440	-0.296875	-0.0390625
19450	-0.28125	-0.0234375
19460	-0.28125	-0.015625
19470	-0.242188	-0.015625
19480	-0.210938	0
19490	-0.234375	-0.015625
19500	-0.21875	-0.046875
19510	-0.226562	-0.0703125
19520	-0.226562	-0.046875
19530	-0.234375	-0.03125
19540	-0.265625	-0.0390625
19550	-0.273438	-0.0546875
19560	-0.289062	-0.046875
19570	-0.296875	-0.015625
19580	-0.304688	0
19590	-0.273438	0
19600	-0.273438	0
19610	-0.265625	0.015625
19620	-0.273438	0.0234375
19630	-0.257812	0.015625
19640	-0.257812	0.0234375
19650	-0.25	0.0390625
19660	-0.28125	0.0390625
19670	-0.265625	0.046875
19680	-0.25	0.0546875
19690	-0.242188	0.0546875
19700	-0.226562	0.03125
19710	-0.234375	0.046875
19720	-0.257812	0.046875
19730	-0.257812	0.0703125
19740	-0.234375	0.0625
19750	-0.226562	0.0546875
19760	-0.210938	0.0546875
19770	-0.226562	0.0703125
19780	-0.226562	0.0390625
19790	-0.21875	0.0390625
19800	-0.257812	0.0546875
19810	-0.25	0.0546875
19820	-0.234375	0.046875
19830	-0.25	0.0703125
19840	-0.242188	0.0625
19850	-0.226562	0.0625
19860	-0.21875	0.0234375
19870	-0.210938	0.015625
19880	-0.195312	-0.0234375
19890	-0.210938	-0.0234375
19900	-0.234375	0.015625
19910	-0.210938	0.0078125
19920	-0.210938	0.0234375
19930	-0.210938	0.03125
19940	-0.203125	0.015625
19950	-0.203125	0.0390625
19960	-0.234375	0.0234375
19970	-0.273438	0.046875
19980	-0.289062	0.0703125
19990	-0.320312	0.078125
20000	-0.3125	0.078125
20010	-0.304688	0.09375
20020	-0.304688	0.0859375
20030	-0.304688	0.078125
20040	-0.320312	0.0546875
20050	-0.3125	0.046875
20060	-0.3125	0.0390625
20070	-0.289062	0.0546875
20080	-0.28125	0.0625
20090	-0.289062	0.078125
20100	-0.257812	0.0859375
20110	-0.226562	0.0703125
20120	-0.226562	0.0703125
20130	-0.21875	0.0625
20140	-0.203125	0.046875
20150	-0.226562	0.0546875
20160	-0.226562	0.046875
20170	-0.234375	0.0390625
20180	-0.25	0.0625
20190	-0.25	0.0625
20200	-0.25	0.046875
20210	-0.242188	0.03125
20220	-0.21875	0.0625
20230	-0.25	0.0625
20240	-0.265625	0.0546875
20250	-0.28125	0.0703125
20260	-0.289062	0.09375
20270	-0.265625	0.0859375
20280	-0.273438	0.109375
20290	-0.28125	0.125
20300	-0.28125	0.117188
20310	-0.265625	0.09375
20320	-0.273438	0.0859375
20330	-0.304688	0.109375
20340	-0.328125	0.09375
20350	-0.359375	0.117188
20360	-0.335938	0.132812
20370	-0.335938	0.148438
20380	-0.335938	0.15625
20390	-0.320312	0.179688
20400	-0.3125	0.148438
20410	-0.304688	0.140625
20420	-0.320312	0.117188
20430	-0.34375	0.109375
20440	-0.34375	0.117188
20450	-0.359375	0.132812
20460	-0.351562	0.117188
20470	-0.34375	0.132812
20480	-0.351562	0.125
20490	-0.3125	0.125
20500	-0.304688	0.132812
20510	-0.296875	0.140625
20520	-0.289062	0.15625
20530	-0.289062	0.164062
20540	-0.28125	0.15625
20550	-0.273438	0.132812
20560	-0.234375	0.125
20570	-0.25	0.09375
20580	-0.25	0.078125
20590	-0.273438	0.046875
20600	-0.3125	0.046875
20610	-0.335938	0.046875
20620	-0.335938	0.0546875
20630	-0.328125	0.03125
20640	-0.3125	0.0390625
20650	-0.3125	0.0625
20660	-0.320312	0.078125
20670	-0.304688	0.0625
20680	-0.335938	0.046875
20690	-0.328125	0.0546875
20700	-0.328125	0.0234375
20710	-0.335938	0.0078125
20720	-0.3125	-0.015625
20730	-0.328125	-0.0078125
20740	-0.289062	-0.046875
20750	-0.289062	-0.03125
20760	-0.296875	-0.0078125
20770	-0.296875	0.0234375
20780	-0.257812	0.046875
20790	-0.25	0
20800	-0.25	0.0078125
20810	-0.257812	0.03125
20820	-0.25	0.0546875
20830	-0.265625	0.078125
20840	-0.296875	0.0859375
20850	-0.304688	0.078125
20860	-0.3125	0.0703125
20870	-0.320312	0.0859375
20880	-0.335938	0.101562
20890	-0.304688	0.0625
20900	-0.296875	0.0703125
20910	-0.273438	0.078125
20920	-0.296875	0.09375
20930	-0.289062	0.109375
20940	-0.289062	0.101562
20950	-0.289062	0.0859375
20960	-0.296875	0.0859375
20970	-0.289062	0.09375
20980	-0.273438	0.0703125
20990	-0.273438	0.0546875
21000	-0.25	0.0234375
21010	-0.25	0.03125
21020	-0.242188	0.03125
21030	-0.242188	0.0390625
21040	-0.21875	0.0625
21050	-0.242188	0.0859375
21060	-0.25	0.078125
21070	-0.226562	0.0859375
21080	-0.21875	0.0703125
21090	-0.21875	0.09375
21100	-0.210938	0.09375
21110	-0.21875	0.101562
21120	-0.179688	0.109375
21130	-0.164062	0.0703125
21140	-0.164062	0.0703125
21150	-0.179688	0.0625
21160	-0.203125	0.101562
21170	-0.1875	0.117188
21180	-0.203125	0.078125
21190	-0.203125	0.078125
21200	-0.210938	0.09375
21210	-0.203125	0.0703125
21220	-0.21875	0.0625
21230	-0.21875	0.101562
21240	-0.242188	0.101562
21250	-0.25	0.117188
21260	-0.257812	0.101562
21270	-0.265625	0.109375
21280	-0.257812	0.101562
21290	-0.234375	0.109375
21300	-0.257812	0.125
21310	-0.242188	0.132812
21320	-0.21875	0.117188
21330	-0.242188	0.101562
21340	-0.25	0.109375
21350	-0.242188	0.078125
21360	-0.25	0.078125
21370	-0.25	0.09375
21380	-0.273438	0.109375
21390	-0.265625	0.078125
21400	-0.265625	0.101562
21410	-0.257812	0.0859375
21420	-0.289062	0.109375
21430	-0.273438	0.09375
21440	-0.273438	0.109375
21450	-0.257812	0.0859375
21460	-0.25	0.0625
21470	-0.234375	0.03125
21480	-0.234375	0.0390625
21490	-0.21875	0.0390625
21500	-0.21875	0.0546875
21510	-0.234375	0.0546875
21520	-0.242188	0.03125
21530	-0.257812	0.03125
21540	-0.257812	0.0390625
21550	-0.257812	0.0390625
21560	-0.265625	0.0546875
21570	-0.242188	0.0546875
21580	-0.257812	0.0859375
21590	-0.257812	0.0859375
21600	-0.257812	0.0703125
21610	-0.265625	0.078125
21620	-0.273438	0.109375
21630	-0.265625	0.125
21640	-0.273438	0.148438
21650	-0.242188	0.15625
21660	-0.265625	0.132812
21670	-0.265625	0.101562
21680	-0.289062	0.101562
21690	-0.296875	0.09375
21700	-0.3125	0.125
21710	-0.3125	0.117188
21720	-0.28125	0.0859375
21730	-0.289062	0.0703125
21740	-0.289062	0.0625
21750	-0.273438	0.0390625
21760	-0.25	0.0234375
21770	-0.25	0.03125
21780	-0.257812	0.0390625
21790	-0.25	0.0234375
21800	-0.25	0.0234375
21810	-0.28125	-0.0078125
21820	-0.265625	-0.0390625
21830	-0.28125	-0.0078125
21840	-0.304688	-0.015625
21850	-0.328125	-0.0078125
21860	-0.289062	0.015625
21870	-0.257812	-0.0078125
21880	-0.28125	0
21890	-0.289062	-0.0078125
21900	-0.289062	0
21910	-0.328125	0
21920	-0.320312	0.0234375
21930	-0.296875	0.0078125
21940	-0.273438	0.0546875
21950	-0.28125	0.015625
21960	-0.265625	0.03125
21970	-0.257812	0.015625
21980	-0.21875	0.015625
21990	-0.234375	0
22000	-0.21875	0.015625
22010	-0.226562	-0.0078125
22020	-0.234375	-0.0234375
22030	-0.242188	-0.0234375
22040	-0.25	-0.0546875
22050	-0.242188	-0.015625
22060	-0.257812	0.0078125
22070	-0.226562	0.015625
22080	-0.265625	0.015625
22090	-0.265625	0.015625
22100	-0.242188	0.0390625
22110	-0.242188	0.046875
22120	-0.257812	0.0546875
22130	-0.257812	0.0390625
22140	-0.265625	0.0234375
22150	-0.28125	0.0078125
22160	-0.28125	0.015625
22170	-0.257812	0
22180	-0.234375	0
22190	-0.234375	-0.015625
22200	-0.25	-0.0078125
22210	-0.257812	-0.0078125
22220	-0.21875	0
22230	-0.25	0.0078125
22240	-0.265625	0.015625
22250	-0.257812	0.0078125
22260	-0.257812	0
22270	-0.289062	0.03125
22280	-0.335938	0.0078125
22290	-0.359375	0
22300	-0.359375	-0.0234375
22310	-0.359375	-0.015625
22320	-0.367188	0
22330	-0.375	0
22340	-0.382812	-0.015625
22350	-0.382812	0
22360	-0.375	-0.0078125
22370	-0.382812	-0.0234375
22380	-0.351562	-0.015625
22390	-0.328125	-0.0234375
22400	-0.351562	-0.0234375
22410	-0.34375	-0.015625
22420	-0.304688	-0.0234375
22430	-0.28125	-0.046875
22440	-0.296875	-0.0859375
22450	-0.28125	-0.0703125
22460	-0.289062	-0.0625
22470	-0.304688	-0.078125
22480	-0.296875	-0.0625
22490	-0.273438	-0.03125
22500	-0.265625	-0.0234375
22510	-0.257812	-0.03125
22520	-0.296875	0
22530	-0.3125	0
22540	-0.304688	-0.0234375
22550	-0.296875	0.0234375
22560	-0.320312	0
22570	-0.320312	0.0078125
22580	-0.328125	-0.0078125
22590	-0.320312	0
22600	-0.289062	0.0234375
22610	-0.289062	0.03125
22620	-0.28125	0
22630	-0.25	0.0234375
22640	-0.242188	0.0078125
22650	-0.257812	0.03125
22660	-0.21875	0.0078125
22670	-0.210938	-0.015625
22680	-0.21875	-0.0234375
22690	-0.210938	-0.03125
22700	-0.179688	-0.0390625
22710	-0.171875	-0.046875
22720	-0.203125	-0.046875
22730	-0.195312	-0.03125
22740	-0.1875	-0.0390625
22750	-0.1875	-0.0234375
22760	-0.210938	-0.03125
22770	-0.210938	-0.015625
22780	-0.21875	-0.03125
22790	-0.21875	-0.03125
22800	-0.1875	-0.046875
22810	-0.179688	0
22820	-0.164062	0
22830	-0.179688	0
22840	-0.171875	0.0234375
22850	-0.164062	0.0078125
22860	-0.148438	-0.0390625
22870	-0.15625	-0.0234375
22880	-0.164062	-0.0390625
22890	-0.148438	0.0078125
22900	-0.1875	-0.0078125
22910	-0.179688	-0.0234375
22920	-0.171875	0.0234375
22930	-0.234375	0.0625
22940	-0.25	0.09375
22950	-0.25	0.0859375
22960	-0.265625	0.078125
22970	-0.242188	0.0546875
22980	-0.242188	0.0703125
22990	-0.242188	0.078125
23000	-0.25	0.0546875
23010	-0.226562	0.0703125
23020	-0.226562	0.101562
23030	-0.1875	0.0625
23040	-0.210938	0.03125
23050	-0.21875	0.0234375
23060	-0.203125	-0.015625
23070	-0.21875	-0.0234375
23080	-0.195312	0
23090	-0.195312	0.0234375
23100	-0.210938	0.0078125
23110	-0.21875	0.0078125
23120	-0.21875	-0.03125
23130	-0.226562	-0.0390625
23140	-0.226562	-0.0546875
23150	-0.226562	-0.0703125
23160	-0.265625	-0.0703125
23170	-0.265625	-0.0390625
23180	-0.25	-0.0390625
23190	-0.25	-0.0546875
23200	-0.265625	-0.03125
23210	-0.265625	-0.0546875
23220	-0.265625	-0.0703125
23230	-0.265625	-0.0625
23240	-0.273438	-0.101562
23250	-0.265625	-0.0859375
23260	-0.257812	-0.0859375
23270	-0.273438	-0.101562
23280	-0.265625	-0.125
23290	-0.265625	-0.125
23300	-0.265625	-0.125
23310	-0.289062	-0.09375
23320	-0.273438	-0.09375
23330	-0.296875	-0.132812
23340	-0.304688	-0.140625
23350	-0.289062	-0.148438
23360	-0.28125	-0.15625
23370	-0.265625	-0.148438
23380	-0.273438	-0.164062
23390	-0.28125	-0.164062
23400	-0.273438	-0.15625
23410	-0.296875	-0.148438
23420	-0.304688	-0.132812
23430	-0.289062	-0.140625
23440	-0.296875	-0.148438
23450	-0.289062	-0.164062
23460	-0.320312	-0.148438
23470	-0.3125	-0.179688
23480	-0.328125	-0.164062
23490	-0.3125	-0.132812
23500	-0.28125	-0.109375
23510	-0.289062	-0.101562
23520	-0.3125	-0.078125
23530	-0.28125	-0.0859375
23540	-0.257812	-0.0859375
23550	-0.25	-0.078125
23560	-0.25	-0.0625
23570	-0.273438	-0.0625
23580	-0.273438	-0.0703125
23590	-0.289062	-0.101562
23600	-0.320312	-0.09375
23610	-0.328125	-0.0703125
23620	-0.328125	-0.0703125
23630	-0.335938	-0.0625
23640	-0.328125	-0.078125
23650	-0.335938	-0.0703125
23660	-0.328125	-0.0703125
23670	-0.320312	-0.078125
23680	-0.328125	-0.0703125
23690	-0.320312	-0.0390625
23700	-0.328125	-0.046875
23710	-0.304688	-0.0703125
23720	-0.289062	-0.0859375
23730	-0.273438	-0.09375
23740	-0.257812	-0.09375
23750	-0.273438	-0.078125
23760	-0.25	-0.0703125
23770	-0.242188	-0.0234375
23780	-0.195312	-0.03125
23790	-0.1875	-0.0625
23800	-0.179688	-0.046875
23810	-0.226562	-0.09375
23820	-0.210938	-0.0625
23830	-0.242188	-0.0703125
23840	-0.242188	-0.0625
23850	-0.234375	-0.078125
23860	-0.25	-0.0703125
23870	-0.242188	-0.0625
23880	-0.242188	-0.0859375
23890	-0.21875	-0.0625
23900	-0.210938	-0.09375
23910	-0.210938	-0.09375
23920	-0.210938	-0.09375
23930	-0.195312	-0.109375
23940	-0.1875	-0.109375
23950	-0.179688	-0.125
23960	-0.195312	-0.117188
23970	-0.1875	-0.132812
23980	-0.179688	-0.132812
23990	-0.203125	-0.140625
24000	-0.226562	-0.1875
24010	-0.273438	-0.21875
24020	-0.273438	-0.21875
24030	-0.289062	-0.226562
24040	-0.28125	-0.242188
24050	-0.28125	-0.257812
24060	-0.273438	-0.242188
24070	-0.296875	-0.226562
24080	-0.28125	-0.203125
24090	-0.273438	-0.226562
24100	-0.242188	-0.203125
24110	-0.257812	-0.21875
24120	-0.273438	-0.179688
24130	-0.273438	-0.164062
24140	-0.265625	-0.140625
24150	-0.265625	-0.125
24160	-0.28125	-0.109375
24170	-0.273438	-0.0859375
24180	-0.273438	-0.0859375
24190	-0.273438	-0.0703125
24200	-0.257812	-0.0859375
24210	-0.296875	-0.09375
24220	-0.28125	-0.101562
24230	-0.289062	-0.132812
24240	-0.28125	-0.125
24250	-0.289062	-0.132812
24260	-0.273438	-0.171875
24270	-0.25	-0.164062
24280	-0.265625	-0.15625
24290	-0.273438	-0.164062
24300	-0.273438	-0.15625
24310	-0.257812	-0.1875
24320	-0.257812	-0.15625
24330	-0.234375	-0.164062
24340	-0.242188	-0.171875
24350	-0.257812	-0.15625
24360	-0.273438	-0.125
24370	-0.226562	-0.0859375
24380	-0.25	-0.0859375
24390	-0.25	-0.0703125
24400	-0.265625	-0.0703125
24410	-0.265625	-0.0625
24420	-0.25	-0.03125
24430	-0.265625	0
24440	-0.28125	0.015625
24450	-0.28125	0.0234375
24460	-0.296875	0.03125
24470	-0.296875	0.03125
24480	-0.28125	-0.0078125
24490	-0.304688	0.015625
24500	-0.304688	0.0546875
24510	-0.320312	0.0546875
24520	-0.359375	0.0546875
24530	-0.351562	0.0625
24540	-0.359375	0.09375
24550	-0.328125	0.0859375
24560	-0.328125	0.078125
24570	-0.328125	0.078125
24580	-0.328125	0.0859375
24590	-0.34375	0.0703125
24600	-0.34375	0.0703125
24610	-0.351562	0.0859375
24620	-0.351562	0.109375
24630	-0.34375	0.148438
24640	-0.359375	0.148438
24650	-0.390625	0.140625
24660	-0.375	0.140625
24670	-0.351562	0.171875
24680	-0.34375	0.15625
24690	-0.359375	0.179688
24700	-0.367188	0.164062
24710	-0.382812	0.171875
24720	-0.382812	0.171875
24730	-0.390625	0.171875
24740	-0.40625	0.171875
24750	-0.390625	0.1875
24760	-0.382812	0.15625
24770	-0.375	0.109375
24780	-0.382812	0.125
24790	-0.382812	0.125
24800	-0.382812	0.117188
24810	-0.414062	0.117188
24820	-0.40625	0.140625
24830	-0.367188	0.132812
24840	-0.34375	0.117188
24850	-0.367188	0.0859375
24860	-0.34375	0.09375
24870	-0.320312	0.0546875
24880	-0.328125	0.0546875
24890	-0.289062	0.0625
24900	-0.304688	0.0546875
24910	-0.296875	0.046875
24920	-0.296875	0.046875
24930	-0.257812	0.0546875
24940	-0.265625	0.09375
24950	-0.242188	0.132812
24960	-0.21875	0.140625
24970	-0.234375	0.109375
24980	-0.25	0.132812
24990	-0.265625	0.125
25000	-0.234375	0.125
25010	-0.242188	0.140625
25020	-0.257812	0.101562
25030	-0.25	0.0859375
25040	-0.21875	0.09375
25050	-0.203125	0.101562
25060	-0.203125	0.101562
25070	-0.21875	0.140625
25080	-0.21875	0.125
25090	-0.226562	0.117188
25100	-0.21875	0.117188
25110	-0.234375	0.109375
25120	-0.242188	0.109375
25130	-0.21875	0.078125
25140	-0.210938	0.078125
25150	-0.21875	0.0859375
25160	-0.21875	0.0859375
25170	-0.21875	0.09375
25180	-0.21875	0.09375
25190	-0.234375	0.09375
25200	-0.242188	0.101562
25210	-0.25	0.101562
25220	-0.234375	0.109375
25230	-0.242188	0.09375
25240	-0.242188	0.132812
25250	-0.265625	0.171875
25260	-0.265625	0.1875
25270	-0.257812	0.15625
25280	-0.28125	0.164062
25290	-0.265625	0.15625
25300	-0.265625	0.117188
25310	-0.265625	0.125
25320	-0.257812	0.15625
25330	-0.257812	0.15625
25340	-0.28125	0.164062
25350	-0.273438	0.148438
25360	-0.296875	0.109375
25370	-0.296875	0.0703125
25380	-0.265625	0.0390625
25390	-0.226562	0.0234375
25400	-0.179688	0.015625
25410	-0.148438	-0.0078125
25420	-0.171875	-0.03125
25430	-0.171875	-0.03125
25440	-0.171875	-0.0234375
25450	-0.164062	-0.0234375
25460	-0.1875	-0.0390625
25470	-0.195312	-0.0390625
25480	-0.1875	-0.0234375
25490	-0.195312	-0.015625
25500	-0.203125	-0.0234375
25510	-0.21875	-0.0546875
25520	-0.21875	-0.0234375
25530	-0.210938	-0.0234375
25540	-0.195312	-0.0625
25550	-0.203125	-0.0390625
25560	-0.171875	-0.0078125
25570	-0.1875	-0.046875
25580	-0.179688	-0.046875
25590	-0.171875	-0.0234375
25600	-0.164062	0
25610	-0.195312	0.015625
25620	-0.195312	0
25630	-0.1875	0
25640	-0.171875	0
25650	-0.195312	-0.0234375
25660	-0.195312	0.015625
25670	-0.210938	0.03125
25680	-0.226562	0.03125
25690	-0.203125	0.046875
25700	-0.1875	0.03125
25710	-0.171875	0.015625
25720	-0.1875	0.03125
25730	-0.1875	0.0234375
25740	-0.179688	0.0625
25750	-0.15625	0.109375
25760	-0.148438	0.101562
25770	-0.132812	0.125
25780	-0.132812	0.125
25790	-0.132812	0.132812
25800	-0.15625	0.164062
25810	-0.148438	0.171875
25820	-0.15625	0.15625
25830	-0.195312	0.179688
25840	-0.1875	0.164062
25850	-0.21875	0.164062
25860	-0.203125	0.140625
25870	-0.210938	0.132812
25880	-0.226562	0.148438
25890	-0.226562	0.15625
25900	-0.242188	0.140625
25910	-0.25	0.195312
25920	-0.273438	0.1875
25930	-0.273438	0.179688
25940	-0.289062	0.164062
25950	-0.265625	0.140625
25960	-0.242188	0.132812
25970	-0.242188	0.125
25980	-0.234375	0.101562
25990	-0.203125	0.132812
26000	-0.226562	0.15625
26010	-0.234375	0.148438
26020	-0.234375	0.15625
26030	-0.234375	0.164062
26040	-0.242188	0.164062
26050	-0.257812	0.171875
26060	-0.273438	0.179688
26070	-0.257812	0.195312
26080	-0.28125	0.210938
26090	-0.226562	0.210938
26100	-0.203125	0.164062
26110	-0.179688	0.148438
26120	-0.195312	0.101562
26130	-0.171875	0.0859375
26140	-0.171875	0.078125
26150	-0.1875	0.0625
26160	-0.171875	0.0859375
26170	-0.148438	0.0625
26180	-0.132812	0.0390625
26190	-0.125	0.0390625
26200	-0.140625	0.0703125
26210	-0.1875	0.0625
26220	-0.203125	0.03125
26230	-0.195312	0.03125
26240	-0.203125	0.0234375
26250	-0.21875	0.0390625
26260	-0.273438	0.0234375
26270	-0.273438	0.0078125
26280	-0.257812	0.0234375
26290	-0.265625	0.0234375
26300	-0.265625	0.03125
26310	-0.25	0.0078125
26320	-0.226562	0.0390625
26330	-0.242188	0.0390625
26340	-0.265625	0.0625
26350	-0.257812	0.0703125
26360	-0.234375	0.0625
26370	-0.226562	0.0234375
26380	-0.265625	0.0625
26390	-0.265625	0.046875
26400	-0.265625	0.0546875
26410	-0.289062	0.078125
26420	-0.28125	0.09375
26430	-0.273438	0.078125
26440	-0.273438	0.09375
26450	-0.265625	0.117188
26460	-0.265625	0.117188
26470	-0.28125	0.0859375
26480	-0.273438	0.101562
26490	-0.257812	0.0703125
26500	-0.242188	0.0703125
26510	-0.226562	0.0703125
26520	-0.25	0.0546875
26530	-0.257812	0.0390625
26540	-0.25	0.0078125
26550	-0.25	0
26560	-0.234375	0.015625
26570	-0.25	-0.0234375
26580	-0.242188	-0.015625
26590	-0.234375	0.0078125
26600	-0.234375	0.0234375
26610	-0.242188	0.015625
26620	-0.242188	0.03125
26630	-0.257812	0.03125
26640	-0.25	0.0078125
26650	-0.257812	0.03125
26660	-0.257812	0.046875
26670	-0.28125	0.046875
26680	-0.28125	0.0390625
26690	-0.296875	0.0390625
26700	-0.273438	0.0390625
26710	-0.265625	0.0859375
26720	-0.25	0.101562
26730	-0.273438	0.0703125
26740	-0.273438	0.0859375
26750	-0.289062	0.0859375
26760	-0.28125	0.078125
26770	-0.273438	0.078125
26780	-0.273438	0.078125
26790	-0.296875	0.101562
26800	-0.296875	0.101562
26810	-0.296875	0.09375
26820	-0.304688	0.09375
26830	-0.320312	0.0859375
26840	-0.328125	0.109375
26850	-0.34375	0.0703125
26860	-0.335938	0.09375
26870	-0.328125	0.101562
26880	-0.328125	0.09375
26890	-0.304688	0.101562
26900	-0.28125	0.117188
26910	-0.289062	0.0859375
26920	-0.28125	0.0625
26930	-0.273438	0.0859375
26940	-0.296875	0.117188
26950	-0.328125	0.0703125
26960	-0.3125	0.09375
26970	-0.320312	0.0859375
26980	-0.34375	0.0859375
26990	-0.320312	0.046875
27000	-0.328125	0.0859375
27010	-0.320312	0.0625
27020	-0.289062	0.0859375
27030	-0.265625	0.0859375
27040	-0.289062	0.078125
27050	-0.273438	0.0703125
27060	-0.257812	0.0390625
27070	-0.25	0
27080	-0.21875	-0.0390625
27090	-0.226562	-0.0546875
27100	-0.226562	-0.0546875
27110	-0.234375	-0.0625
27120	-0.234375	-0.046875
27130	-0.242188	-0.0859375
27140	-0.257812	-0.09375
27150	-0.273438	-0.0859375
27160	-0.28125	-0.0859375
27170	-0.28125	-0.078125
27180	-0.28125	-0.0859375
27190	-0.28125	-0.101562
27200	-0.304688	-0.101562
27210	-0.289062	-0.109375
27220	-0.289062	-0.101562
27230	-0.3125	-0.101562
27240	-0.328125	-0.0859375
27250	-0.328125	-0.0625
27260	-0.328125	-0.0859375
27270	-0.320312	-0.0625
27280	-0.304688	-0.0546875
27290	-0.296875	-0.03125
27300	-0.320312	-0.03125
27310	-0.3125	-0.0390625
27320	-0.320312	-0.0703125
27330	-0.289062	-0.09375
27340	-0.273438	-0.0703125
27350	-0.28125	-0.078125
27360	-0.273438	-0.0859375
27370	-0.265625	-0.09375
27380	-0.257812	-0.09375
27390	-0.25	-0.0546875
27400	-0.242188	-0.03125
27410	-0.21875	-0.015625
27420	-0.203125	-0.046875
27430	-0.210938	-0.078125
27440	-0.234375	-0.0546875
27450	-0.25	-0.078125
27460	-0.257812	-0.109375
27470	-0.25	-0.109375
27480	-0.242188	-0.132812
27490	-0.242188	-0.109375
27500	-0.265625	-0.09375
27510	-0.257812	-0.0703125
27520	-0.25	-0.09375
27530	-0.257812	-0.078125
27540	-0.265625	-0.0703125
27550	-0.257812	-0.0546875
27560	-0.25	-0.0390625
27570	-0.257812	-0.03125
27580	-0.265625	-0.015625
27590	-0.273438	-0.046875
27600	-0.234375	-0.0078125
27610	-0.25	-0.0390625
27620	-0.234375	-0.046875
27630	-0.234375	-0.0390625
27640	-0.234375	-0.0234375
27650	-0.242188	0.0234375
27660	-0.226562	0.0234375
27670	-0.226562	0
27680	-0.226562	0.015625
27690	-0.21875	0.0078125
27700	-0.21875	0.0234375
27710	-0.226562	-0.0078125
27720	-0.226562	-0.0234375
27730	-0.21875	-0.0234375
27740	-0.234375	-0.0390625
27750	-0.257812	-0.078125
27760	-0.265625	-0.09375
27770	-0.257812	-0.101562
27780	-0.265625	-0.117188
27790	-0.257812	-0.0625
27800	-0.265625	-0.078125
27810	-0.257812	-0.101562
27820	-0.25	-0.0859375
27830	-0.234375	-0.09375
27840	-0.21875	-0.0703125
27850	-0.242188	-0.09375
27860	-0.242188	-0.09375
27870	-0.257812	-0.101562
27880	-0.25	-0.101562
27890	-0.21875	-0.101562
27900	-0.226562	-0.101562
27910	-0.234375	-0.078125
27920	-0.226562	-0.078125
27930	-0.234375	-0.0859375
27940	-0.25	-0.09375
27950	-0.25	-0.09375
27960	-0.257812	-0.0703125
27970	-0.257812	-0.0390625
27980	-0.257812	-0.03125
27990	-0.242188	-0.0703125
28000	-0.242188	-0.0546875
28010	-0.265625	-0.046875
28020	-0.234375	-0.078125
28030	-0.242188	-0.125
28040	-0.242188	-0.132812
28050	-0.265625	-0.109375
28060	-0.28125	-0.101562
28070	-0.273438	-0.125
28080	-0.257812	-0.15625
28090	-0.234375	-0.164062
28100	-0.273438	-0.1875
28110	-0.289062	-0.21875
28120	-0.289062	-0.179688
28130	-0.296875	-0.210938
28140	-0.296875	-0.21875
28150	-0.320312	-0.21875
28160	-0.296875	-0.21875
28170	-0.3125	-0.210938
28180	-0.296875	-0.210938
28190	-0.28125	-0.203125
28200	-0.273438	-0.226562
28210	-0.3125	-0.265625
28220	-0.328125	-0.28125
28230	-0.3125	-0.289062
28240	-0.289062	-0.289062
28250	-0.304688	-0.289062
28260	-0.335938	-0.304688
28270	-0.328125	-0.3125
28280	-0.320312	-0.3125
28290	-0.3125	-0.296875
28300	-0.304688	-0.304688
28310	-0.296875	-0.28125
28320	-0.296875	-0.273438
28330	-0.328125	-0.296875
28340	-0.335938	-0.296875
28350	-0.34375	-0.289062
28360	-0.351562	-0.296875
28370	-0.359375	-0.335938
28380	-0.34375	-0.335938
28390	-0.351562	-0.335938
28400	-0.351562	-0.351562
28410	-0.34375	-0.375
28420	-0.335938	-0.351562
28430	-0.320312	-0.328125
28440	-0.328125	-0.304688
28450	-0.335938	-0.296875
28460	-0.328125	-0.304688
28470	-0.3125	-0.3125
28480	-0.289062	-0.28125
28490	-0.273438	-0.257812
28500	-0.28125	-0.265625
28510	-0.304688	-0.28125
28520	-0.328125	-0.296875
28530	-0.328125	-0.304688
28540	-0.328125	-0.335938
28550	-0.320312	-0.328125
28560	-0.320312	-0.34375
28570	-0.3125	-0.320312
28580	-0.328125	-0.320312
28590	-0.3125	-0.3125
28600	-0.328125	-0.304688
28610	-0.351562	-0.320312
28620	-0.359375	-0.335938
28630	-0.335938	-0.289062
28640	-0.335938	-0.304688
28650	-0.34375	-0.3125
28660	-0.335938	-0.304688
28670	-0.335938	-0.304688
28680	-0.335938	-0.3125
28690	-0.335938	-0.289062
28700	-0.328125	-0.273438
28710	-0.304688	-0.257812
28720	-0.289062	-0.234375
28730	-0.296875	-0.242188
28740	-0.289062	-0.226562
28750	-0.304688	-0.210938
28760	-0.28125	-0.21875
28770	-0.265625	-0.25
28780	-0.265625	-0.242188
28790	-0.25	-0.21875
28800	-0.265625	-0.226562
28810	-0.28125	-0.210938
28820	-0.296875	-0.210938
28830	-0.28125	-0.226562
28840	-0.28125	-0.203125
28850	-0.289062	-0.210938
28860	-0.257812	-0.195312
28870	-0.28125	-0.195312
28880	-0.265625	-0.1875
