size	128
T	5
J	1
H	0
step-init_step	E	m
258500	-3318	0.0133057
258600	-3306	0.0152588
258700	-3306	0.0152588
258800	-3312	0.0145264
258900	-3316	0.0155029
259000	-3314	0.0161133
259100	-3330	0.0150146
259200	-3322	0.0147705
259300	-3340	0.0134277
259400	-3348	0.0135498
259500	-3380	0.0157471
259600	-3416	0.0147705
259700	-3420	0.0147705
259800	-3426	0.0135498
259900	-3426	0.0147705
260000	-3410	0.0140381
260100	-3396	0.0134277
260200	-3414	0.0142822
260300	-3422	0.0150146
260400	-3416	0.0155029
260500	-3428	0.0162354
260600	-3434	0.0166016
260700	-3464	0.0167236
260800	-3476	0.0178223
260900	-3456	0.0181885
261000	-3456	0.0177002
261100	-3492	0.0183105
261200	-3516	0.0178223
261300	-3504	0.0178223
261400	-3496	0.0163574
261500	-3512	0.0167236
261600	-3494	0.0174561
261700	-3512	0.0158691
261800	-3500	0.0169678
261900	-3502	0.0153809
262000	-3534	0.0145264
262100	-3552	0.013916
262200	-3528	0.0125732
262300	-3522	0.0112305
262400	-3526	0.0126953
262500	-3526	0.0108643
262600	-3514	0.0107422
262700	-3500	0.00866699
262800	-3486	0.00622559
262900	-3496	0.00634766
263000	-3508	0.0065918
263100	-3506	0.00744629
263200	-3514	0.00830078
263300	-3524	0.00976562
263400	-3538	0.00976562
263500	-3558	0.00891113
263600	-3544	0.00976562
263700	-3536	0.00891113
263800	-3544	0.00866699
263900	-3540	0.00830078
264000	-3542	0.00769043
264100	-3538	0.010498
264200	-3542	0.0106201
264300	-3534	0.0109863
264400	-3532	0.00976562
264500	-3522	0.00939941
264600	-3522	0.0090332
264700	-3498	0.00878906
264800	-3516	0.00708008
264900	-3512	0.00830078
265000	-3500	0.00866699
265100	-3500	0.00915527
265200	-3512	0.00866699
265300	-3492	0.00793457
265400	-3498	0.00805664
265500	-3488	0.0078125
265600	-3488	0.00720215
265700	-3514	0.00622559
265800	-3542	0.00610352
265900	-3532	0.00915527
266000	-3564	0.00878906
266100	-3550	0.00720215
266200	-3538	0.0065918
266300	-3520	0.00805664
266400	-3500	0.00671387
266500	-3496	0.00634766
266600	-3506	0.00732422
266700	-3504	0.00793457
266800	-3486	0.00854492
266900	-3486	0.0101318
267000	-3488	0.0112305
267100	-3496	0.0118408
267200	-3456	0.0126953
267300	-3432	0.0124512
267400	-3442	0.0148926
267500	-3432	0.0141602
267600	-3444	0.0155029
267700	-3430	0.015625
267800	-3426	0.0150146
267900	-3394	0.0152588
268000	-3370	0.0161133
268100	-3376	0.0153809
268200	-3382	0.0163574
268300	-3382	0.0159912
268400	-3370	0.0166016
268500	-3368	0.015625
268600	-3360	0.0145264
268700	-3372	0.015625
268800	-3340	0.015625
268900	-3332	0.0152588
269000	-3330	0.0148926
269100	-3334	0.0152588
269200	-3366	0.0158691
269300	-3380	0.0152588
269400	-3370	0.0141602
269500	-3356	0.0111084
269600	-3364	0.010498
269700	-3364	0.0107422
269800	-3352	0.0090332
269900	-3342	0.0102539
270000	-3364	0.0109863
270100	-3382	0.0131836
270200	-3364	0.0124512
270300	-3392	0.012085
270400	-3418	0.0131836
270500	-3406	0.0133057
270600	-3408	0.0136719
270700	-3430	0.0142822
270800	-3428	0.0140381
270900	-3454	0.0114746
271000	-3468	0.0124512
271100	-3448	0.0137939
271200	-3456	0.0140381
271300	-3466	0.0142822
271400	-3456	0.0148926
271500	-3444	0.0129395
271600	-3454	0.0131836
271700	-3438	0.012207
271800	-3444	0.0124512
271900	-3420	0.0115967
272000	-3444	0.0135498
272100	-3430	0.0133057
272200	-3434	0.0141602
272300	-3460	0.0135498
272400	-3466	0.012207
272500	-3496	0.0119629
272600	-3494	0.0112305
272700	-3476	0.0142822
272800	-3500	0.0155029
272900	-3528	0.0166016
273000	-3516	0.0164795
273100	-3524	0.0164795
273200	-3514	0.0167236
273300	-3512	0.0181885
273400	-3510	0.0194092
273500	-3524	0.0201416
273600	-3534	0.020874
273700	-3500	0.0216064
273800	-3506	0.0206299
273900	-3516	0.0196533
274000	-3480	0.0181885
274100	-3462	0.0179443
274200	-3456	0.0174561
274300	-3444	0.0185547
274400	-3434	0.0209961
274500	-3424	0.0205078
274600	-3440	0.0205078
274700	-3426	0.0209961
274800	-3452	0.0216064
274900	-3450	0.0216064
275000	-3462	0.0219727
275100	-3456	0.0212402
275200	-3456	0.0224609
275300	-3454	0.024292
275400	-3470	0.0247803
275500	-3476	0.0263672
275600	-3468	0.026123
275700	-3462	0.0263672
275800	-3448	0.0257568
275900	-3464	0.0251465
276000	-3480	0.0266113
276100	-3462	0.0263672
276200	-3464	0.027832
276300	-3474	0.0285645
276400	-3480	0.0279541
276500	-3476	0.0281982
276600	-3482	0.0275879
276700	-3508	0.0269775
276800	-3514	0.0246582
276900	-3512	0.0236816
277000	-3526	0.0227051
277100	-3516	0.0231934
277200	-3526	0.0213623
277300	-3522	0.0197754
277400	-3528	0.0206299
277500	-3516	0.0219727
277600	-3526	0.0218506
277700	-3550	0.0216064
277800	-3582	0.0220947
277900	-3558	0.022583
278000	-3530	0.0218506
278100	-3512	0.0216064
278200	-3484	0.020752
278300	-3492	0.0194092
278400	-3510	0.0183105
278500	-3510	0.0169678
278600	-3506	0.0159912
278700	-3480	0.017334
278800	-3462	0.0175781
278900	-3476	0.0185547
279000	-3466	0.0194092
279100	-3480	0.0198975
279200	-3482	0.0203857
279300	-3474	0.0200195
279400	-3462	0.0206299
279500	-3468	0.020874
279600	-3454	0.0223389
279700	-3484	0.0239258
279800	-3490	0.0231934
279900	-3468	0.0233154
280000	-3456	0.0228271
280100	-3468	0.0219727
280200	-3484	0.0236816
280300	-3466	0.0244141
280400	-3470	0.0250244
280500	-3474	0.0250244
280600	-3486	0.026001
280700	-3478	0.0247803
280800	-3494	0.0239258
280900	-3506	0.0250244
281000	-3496	0.0245361
281100	-3494	0.0253906
281200	-3500	0.0251465
281300	-3480	0.0250244
281400	-3500	0.0235596
281500	-3490	0.0228271
281600	-3492	0.0209961
281700	-3480	0.0205078
281800	-3498	0.0202637
281900	-3472	0.0201416
282000	-3468	0.0205078
282100	-3450	0.0205078
282200	-3458	0.020752
282300	-3450	0.0217285
282400	-3454	0.0213623
282500	-3426	0.0213623
282600	-3408	0.020874
282700	-3396	0.0228271
282800	-3424	0.0230713
282900	-3436	0.0244141
283000	-3452	0.0235596
283100	-3438	0.0230713
283200	-3444	0.0227051
283300	-3444	0.0227051
283400	-3462	0.0214844
283500	-3478	0.0218506
283600	-3450	0.0219727
283700	-3458	0.0213623
283800	-3450	0.0202637
283900	-3438	0.0202637
284000	-3444	0.0201416
284100	-3448	0.0201416
284200	-3458	0.0209961
284300	-3476	0.0197754
284400	-3480	0.020874
284500	-3470	0.0222168
284600	-3492	0.0211182
284700	-3486	0.0209961
284800	-3494	0.019165
284900	-3472	0.0184326
285000	-3470	0.0183105
285100	-3466	0.019165
285200	-3466	0.0198975
285300	-3440	0.0213623
285400	-3438	0.0211182
285500	-3456	0.0202637
285600	-3466	0.0197754
285700	-3462	0.0214844
285800	-3444	0.0214844
285900	-3438	0.020874
286000	-3448	0.020752
286100	-3444	0.0212402
286200	-3466	0.0214844
286300	-3472	0.0241699
286400	-3474	0.0239258
286500	-3468	0.0233154
286600	-3480	0.0239258
286700	-3506	0.026001
286800	-3490	0.0241699
286900	-3498	0.0240479
287000	-3504	0.0238037
287100	-3534	0.0252686
287200	-3544	0.0269775
287300	-3518	0.0264893
287400	-3554	0.0269775
287500	-3546	0.0275879
287600	-3568	0.0289307
287700	-3548	0.0280762
287800	-3556	0.027832
287900	-3556	0.0285645
288000	-3546	0.02771
288100	-3526	0.0286865
288200	-3526	0.0291748
288300	-3540	0.0279541
288400	-3524	0.0281982
288500	-3506	0.0284424
288600	-3514	0.02771
288700	-3518	0.0290527
288800	-3530	0.0294189
288900	-3528	0.0291748
289000	-3514	0.029541
289100	-3510	0.0303955
289200	-3512	0.0296631
289300	-3542	0.0305176
289400	-3544	0.0308838
289500	-3578	0.0280762
289600	-3588	0.0292969
289700	-3606	0.0273438
289800	-3606	0.0273438
289900	-3604	0.0294189
290000	-3612	0.0281982
290100	-3622	0.0268555
290200	-3620	0.0269775
290300	-3620	0.02771
290400	-3620	0.0270996
290500	-3608	0.0268555
290600	-3608	0.0269775
290700	-3578	0.026123
290800	-3566	0.0266113
290900	-3582	0.0275879
291000	-3582	0.027832
291100	-3564	0.0283203
291200	-3574	0.0290527
291300	-3578	0.0285645
291400	-3576	0.0308838
291500	-3570	0.0305176
291600	-3564	0.0294189
291700	-3544	0.0302734
291800	-3574	0.0301514
291900	-3576	0.0285645
292000	-3566	0.0285645
292100	-3578	0.0285645
292200	-3592	0.0294189
292300	-3592	0.0294189
292400	-3586	0.0305176
292500	-3578	0.0322266
292600	-3564	0.0333252
292700	-3542	0.0333252
292800	-3514	0.0338135
292900	-3508	0.0333252
293000	-3518	0.0344238
293100	-3522	0.0336914
293200	-3516	0.0324707
293300	-3530	0.0308838
293400	-3546	0.0307617
293500	-3548	0.0305176
293600	-3530	0.0303955
293700	-3522	0.0306396
293800	-3520	0.0294189
293900	-3526	0.0297852
294000	-3526	0.0303955
294100	-3516	0.0308838
294200	-3508	0.0302734
294300	-3470	0.0305176
294400	-3490	0.0324707
294500	-3494	0.0314941
294600	-3500	0.0321045
294700	-3502	0.0322266
294800	-3486	0.0343018
294900	-3496	0.0340576
295000	-3490	0.0344238
295100	-3498	0.0340576
295200	-3496	0.0328369
295300	-3496	0.0325928
295400	-3490	0.0335693
295500	-3508	0.0332031
295600	-3496	0.0323486
295700	-3476	0.0325928
295800	-3478	0.0322266
295900	-3456	0.0332031
296000	-3472	0.0340576
296100	-3484	0.0335693
296200	-3480	0.0330811
296300	-3478	0.034668
296400	-3482	0.0351562
296500	-3468	0.0350342
296600	-3470	0.0350342
296700	-3482	0.0343018
296800	-3498	0.032959
296900	-3510	0.0322266
297000	-3516	0.0327148
297100	-3524	0.0334473
297200	-3528	0.0344238
297300	-3542	0.0350342
297400	-3554	0.0334473
297500	-3554	0.0338135
297600	-3548	0.0339355
297700	-3550	0.0332031
297800	-3556	0.0328369
297900	-3556	0.0330811
298000	-3546	0.0345459
298100	-3538	0.0332031
298200	-3526	0.0318604
298300	-3526	0.0318604
298400	-3512	0.0322266
298500	-3520	0.0330811
298600	-3528	0.0319824
298700	-3510	0.0322266
298800	-3516	0.0324707
298900	-3526	0.0323486
299000	-3486	0.0307617
299100	-3480	0.0303955
299200	-3460	0.0317383
299300	-3476	0.0313721
299400	-3476	0.032959
299500	-3470	0.032959
299600	-3476	0.0325928
299700	-3496	0.0334473
299800	-3496	0.0322266
299900	-3508	0.0303955
300000	-3520	0.0290527
300100	-3538	0.0296631
300200	-3538	0.0303955
300300	-3540	0.0294189
300400	-3544	0.0299072
300500	-3558	0.0300293
300600	-3564	0.0299072
300700	-3588	0.0290527
300800	-3586	0.0291748
300900	-3582	0.0289307
301000	-3572	0.0279541
301100	-3600	0.0302734
301200	-3582	0.0302734
301300	-3586	0.0288086
301400	-3564	0.0288086
301500	-3564	0.0289307
301600	-3574	0.0302734
301700	-3562	0.0281982
301800	-3594	0.0294189
301900	-3624	0.0297852
302000	-3642	0.0306396
302100	-3656	0.0323486
302200	-3648	0.0325928
302300	-3660	0.0327148
302400	-3662	0.0317383
302500	-3664	0.0328369
302600	-3650	0.0321045
302700	-3646	0.0318604
302800	-3656	0.0328369
302900	-3654	0.0330811
303000	-3658	0.0327148
303100	-3672	0.0301514
303200	-3676	0.0299072
303300	-3680	0.029541
303400	-3670	0.0286865
303500	-3670	0.0273438
303600	-3664	0.0268555
303700	-3682	0.0239258
303800	-3682	0.0236816
303900	-3684	0.0235596
304000	-3708	0.0244141
304100	-3698	0.0227051
304200	-3692	0.0213623
304300	-3688	0.0216064
304400	-3674	0.0205078
304500	-3686	0.0198975
304600	-3678	0.0192871
304700	-3674	0.0180664
304800	-3658	0.0178223
304900	-3648	0.0175781
305000	-3624	0.017334
305100	-3634	0.0167236
305200	-3606	0.0170898
305300	-3594	0.0169678
305400	-3590	0.0167236
305500	-3592	0.0162354
305600	-3590	0.0164795
305700	-3572	0.0152588
305800	-3592	0.0159912
305900	-3602	0.0151367
306000	-3580	0.0140381
306100	-3580	0.0135498
306200	-3592	0.0117188
306300	-3572	0.0115967
306400	-3582	0.010498
306500	-3568	0.0117188
306600	-3552	0.0109863
306700	-3580	0.0118408
306800	-3582	0.012085
306900	-3568	0.012085
307000	-3542	0.012085
307100	-3558	0.0137939
307200	-3554	0.0126953
307300	-3566	0.0133057
307400	-3568	0.0129395
307500	-3554	0.0119629
307600	-3556	0.0124512
307700	-3564	0.012207
307800	-3552	0.0137939
307900	-3556	0.0119629
308000	-3538	0.0131836
308100	-3536	0.0128174
308200	-3502	0.0148926
308300	-3494	0.0153809
308400	-3514	0.0145264
308500	-3534	0.0147705
308600	-3520	0.0124512
308700	-3516	0.0133057
308800	-3510	0.0124512
308900	-3514	0.0119629
309000	-3516	0.0131836
309100	-3506	0.0130615
309200	-3512	0.0125732
309300	-3498	0.0126953
309400	-3520	0.0106201
309500	-3526	0.0115967
309600	-3538	0.0118408
309700	-3560	0.0111084
309800	-3588	0.0115967
309900	-3612	0.0111084
310000	-3634	0.0126953
310100	-3596	0.012085
310200	-3598	0.0113525
310300	-3598	0.0115967
310400	-3610	0.0135498
310500	-3626	0.0135498
310600	-3612	0.0126953
310700	-3606	0.0129395
310800	-3612	0.0134277
310900	-3602	0.0146484
311000	-3604	0.0141602
311100	-3604	0.0151367
311200	-3584	0.0153809
311300	-3590	0.015625
311400	-3596	0.0155029
311500	-3592	0.0162354
311600	-3568	0.0166016
311700	-3550	0.0163574
311800	-3528	0.0180664
311900	-3536	0.0180664
312000	-3536	0.017334
312100	-3556	0.019043
312200	-3550	0.0185547
312300	-3574	0.0172119
312400	-3584	0.0175781
312500	-3578	0.0162354
312600	-3588	0.0157471
312700	-3614	0.0157471
312800	-3638	0.0150146
312900	-3656	0.0150146
313000	-3656	0.0125732
313100	-3658	0.012085
313200	-3678	0.0106201
313300	-3704	0.0109863
313400	-3696	0.0117188
313500	-3708	0.0114746
313600	-3708	0.013916
313700	-3698	0.0131836
313800	-3684	0.0136719
313900	-3670	0.0141602
314000	-3650	0.0137939
314100	-3652	0.0142822
314200	-3636	0.0162354
314300	-3614	0.0151367
314400	-3640	0.0166016
314500	-3628	0.0164795
314600	-3622	0.0162354
314700	-3632	0.0163574
314800	-3630	0.0167236
314900	-3624	0.0168457
315000	-3638	0.0178223
315100	-3608	0.0178223
315200	-3588	0.0189209
315300	-3604	0.0202637
315400	-3586	0.0205078
315500	-3586	0.0203857
315600	-3600	0.0203857
315700	-3604	0.0223389
315800	-3572	0.0213623
315900	-3568	0.0211182
316000	-3548	0.0202637
316100	-3554	0.0197754
316200	-3538	0.0194092
316300	-3526	0.019043
316400	-3536	0.0181885
316500	-3556	0.0186768
316600	-3572	0.0174561
316700	-3584	0.0175781
316800	-3566	0.0168457
316900	-3556	0.0166016
317000	-3536	0.0168457
317100	-3536	0.0155029
317200	-3546	0.0134277
317300	-3552	0.0129395
317400	-3526	0.0128174
317500	-3536	0.0140381
317600	-3542	0.0141602
317700	-3556	0.0147705
317800	-3554	0.0140381
317900	-3556	0.0128174
318000	-3552	0.012085
318100	-3532	0.0123291
318200	-3532	0.012207
318300	-3542	0.00976562
318400	-3542	0.00939941
318500	-3536	0.00915527
318600	-3514	0.0100098
318700	-3498	0.00952148
318800	-3470	0.0114746
318900	-3486	0.0113525
319000	-3468	0.0118408
319100	-3452	0.010498
319200	-3442	0.00927734
319300	-3440	0.00952148
319400	-3446	0.0090332
319500	-3452	0.00830078
319600	-3442	0.00817871
319700	-3446	0.00891113
319800	-3470	0.00976562
319900	-3468	0.00927734
320000	-3488	0.0106201
320100	-3468	0.010498
320200	-3464	0.012207
320300	-3466	0.0134277
320400	-3472	0.0125732
320500	-3438	0.0125732
320600	-3458	0.012085
320700	-3464	0.0124512
320800	-3462	0.0131836
320900	-3464	0.0152588
321000	-3462	0.0147705
321100	-3470	0.0157471
321200	-3486	0.0146484
321300	-3486	0.0164795
321400	-3468	0.0152588
321500	-3478	0.015625
321600	-3502	0.015625
321700	-3504	0.0152588
321800	-3512	0.0147705
321900	-3506	0.0145264
322000	-3520	0.0134277
322100	-3530	0.0135498
322200	-3516	0.0148926
322300	-3534	0.0144043
322400	-3536	0.0145264
322500	-3534	0.0137939
322600	-3558	0.0152588
322700	-3556	0.0150146
322800	-3556	0.0166016
322900	-3540	0.0174561
323000	-3532	0.0175781
323100	-3552	0.0181885
323200	-3542	0.0166016
323300	-3544	0.0157471
323400	-3528	0.0137939
323500	-3558	0.0146484
323600	-3546	0.013916
323700	-3534	0.0142822
323800	-3554	0.0134277
323900	-3532	0.0134277
324000	-3526	0.012207
324100	-3544	0.0125732
324200	-3522	0.0125732
324300	-3518	0.0150146
324400	-3516	0.0169678
324500	-3502	0.0170898
324600	-3480	0.0181885
324700	-3498	0.0196533
324800	-3482	0.0187988
324900	-3490	0.0174561
325000	-3482	0.0166016
325100	-3478	0.0177002
325200	-3510	0.0174561
325300	-3518	0.0170898
325400	-3508	0.0161133
325500	-3500	0.0151367
325600	-3512	0.0153809
325700	-3508	0.0161133
325800	-3506	0.0159912
325900	-3466	0.0180664
326000	-3472	0.0172119
326100	-3482	0.0180664
326200	-3470	0.0159912
326300	-3490	0.0152588
326400	-3514	0.0148926
326500	-3534	0.0162354
326600	-3552	0.0170898
326700	-3544	0.0174561
326800	-3528	0.0179443
326900	-3498	0.0189209
327000	-3508	0.0194092
327100	-3518	0.0180664
327200	-3526	0.0170898
327300	-3516	0.0179443
327400	-3480	0.0189209
327500	-3500	0.0195312
327600	-3508	0.0195312
327700	-3480	0.0183105
327800	-3500	0.0184326
327900	-3496	0.0175781
328000	-3504	0.0170898
328100	-3508	0.0177002
328200	-3496	0.0184326
328300	-3486	0.0202637
328400	-3482	0.0186768
328500	-3472	0.0179443
328600	-3466	0.017334
328700	-3442	0.0184326
328800	-3434	0.0184326
328900	-3440	0.0177002
329000	-3464	0.0159912
329100	-3490	0.0145264
329200	-3518	0.0172119
329300	-3530	0.0169678
329400	-3524	0.0162354
329500	-3540	0.0169678
329600	-3540	0.0164795
329700	-3520	0.0164795
329800	-3524	0.0152588
329900	-3528	0.0135498
330000	-3534	0.0142822
330100	-3530	0.0118408
330200	-3532	0.0124512
330300	-3534	0.0119629
330400	-3554	0.0102539
330500	-3584	0.00866699
330600	-3576	0.0078125
330700	-3578	0.00634766
330800	-3548	0.00756836
330900	-3532	0.00671387
331000	-3518	0.00561523
331100	-3472	0.00512695
331200	-3496	0.00524902
331300	-3478	0.00561523
331400	-3506	0.00598145
331500	-3520	0.00622559
331600	-3502	0.00671387
331700	-3518	0.00732422
331800	-3500	0.00817871
331900	-3478	0.00817871
332000	-3486	0.0098877
332100	-3498	0.00976562
332200	-3462	0.0100098
332300	-3454	0.0108643
332400	-3460	0.0101318
332500	-3452	0.00817871
332600	-3454	0.00610352
332700	-3448	0.0045166
332800	-3440	0.00512695
332900	-3442	0.00427246
333000	-3420	0.0057373
333100	-3416	0.00549316
333200	-3430	0.00622559
333300	-3418	0.00610352
333400	-3426	0.00476074
333500	-3414	0.00354004
333600	-3410	0.00109863
333700	-3396	-0.000366211
333800	-3372	-0.000610352
333900	-3386	-0.000976562
334000	-3390	-0.00317383
334100	-3384	-0.00256348
334200	-3404	-0.00109863
334300	-3420	-0.00256348
334400	-3438	-0.00268555
334500	-3438	-0.000366211
334600	-3428	0.000976562
334700	-3408	0.00280762
334800	-3400	0.0020752
334900	-3408	0.00268555
335000	-3428	0.00158691
335100	-3436	0.000244141
335200	-3446	0.00109863
335300	-3444	0.0012207
335400	-3426	0.00256348
335500	-3424	0.0045166
335600	-3430	0.0032959
335700	-3400	0.00488281
335800	-3442	0.00549316
335900	-3450	0.00427246
336000	-3488	0.00488281
336100	-3474	0.00537109
336200	-3498	0.00463867
336300	-3494	0.00219727
336400	-3484	0.00219727
336500	-3478	0.000488281
336600	-3470	0.000488281
336700	-3470	-0.000976562
336800	-3480	-0.0012207
336900	-3470	0.000244141
337000	-3480	-0.0012207
337100	-3462	-0.00268555
337200	-3454	-0.0045166
337300	-3450	-0.00415039
337400	-3448	-0.00415039
337500	-3440	-0.0045166
337600	-3470	-0.00488281
337700	-3444	-0.00415039
337800	-3454	-0.00280762
337900	-3462	-0.00402832
338000	-3484	-0.00366211
338100	-3490	-0.00463867
338200	-3486	-0.0032959
338300	-3484	-0.00402832
338400	-3484	-0.00402832
338500	-3494	-0.00585938
338600	-3496	-0.0065918
338700	-3482	-0.00671387
338800	-3462	-0.00683594
338900	-3478	-0.00646973
339000	-3468	-0.00634766
339100	-3468	-0.00634766
339200	-3478	-0.00598145
339300	-3478	-0.00683594
339400	-3470	-0.00671387
339500	-3472	-0.00769043
339600	-3492	-0.00744629
339700	-3500	-0.00695801
339800	-3490	-0.00805664
339900	-3492	-0.010498
340000	-3502	-0.0102539
340100	-3500	-0.0106201
340200	-3506	-0.0108643
340300	-3522	-0.010498
340400	-3560	-0.0102539
340500	-3552	-0.0101318
340600	-3536	-0.00976562
340700	-3534	-0.0111084
340800	-3520	-0.0107422
340900	-3518	-0.0115967
341000	-3528	-0.0118408
341100	-3528	-0.0113525
341200	-3508	-0.0107422
341300	-3526	-0.0106201
341400	-3520	-0.0118408
341500	-3522	-0.0115967
341600	-3498	-0.0111084
341700	-3492	-0.012085
341800	-3484	-0.0125732
341900	-3504	-0.0129395
342000	-3504	-0.0123291
342100	-3500	-0.0136719
342200	-3478	-0.0119629
342300	-3470	-0.0115967
342400	-3448	-0.0108643
342500	-3472	-0.0106201
342600	-3444	-0.0112305
342700	-3444	-0.0108643
342800	-3434	-0.0111084
342900	-3460	-0.0109863
343000	-3486	-0.0124512
343100	-3498	-0.0102539
343200	-3496	-0.0108643
343300	-3498	-0.0113525
343400	-3502	-0.00976562
343500	-3498	-0.0115967
343600	-3464	-0.010376
343700	-3458	-0.0100098
343800	-3448	-0.0106201
343900	-3444	-0.0100098
344000	-3442	-0.0101318
344100	-3452	-0.0128174
344200	-3450	-0.0129395
344300	-3430	-0.0118408
344400	-3432	-0.0131836
344500	-3408	-0.012207
344600	-3430	-0.0113525
344700	-3430	-0.0113525
344800	-3418	-0.0106201
344900	-3400	-0.00952148
345000	-3396	-0.00891113
345100	-3408	-0.00842285
345200	-3418	-0.00793457
345300	-3446	-0.00793457
345400	-3440	-0.00891113
345500	-3456	-0.00964355
345600	-3432	-0.0108643
345700	-3440	-0.0107422
345800	-3466	-0.0102539
345900	-3484	-0.0101318
346000	-3464	-0.0102539
346100	-3468	-0.0111084
346200	-3468	-0.0113525
346300	-3442	-0.0113525
346400	-3448	-0.0129395
346500	-3456	-0.012085
346600	-3478	-0.0113525
346700	-3450	-0.0125732
346800	-3458	-0.0125732
346900	-3458	-0.012207
347000	-3458	-0.0126953
347100	-3450	-0.0124512
347200	-3434	-0.0119629
347300	-3444	-0.0102539
347400	-3432	-0.00976562
347500	-3442	-0.0119629
347600	-3432	-0.0133057
347700	-3452	-0.0112305
347800	-3460	-0.0106201
347900	-3466	-0.010498
348000	-3464	-0.0111084
348100	-3454	-0.012085
348200	-3462	-0.0111084
348300	-3460	-0.0125732
348400	-3458	-0.0109863
348500	-3444	-0.0101318
348600	-3488	-0.00769043
348700	-3498	-0.00732422
348800	-3482	-0.00646973
348900	-3488	-0.00756836
349000	-3466	-0.00866699
349100	-3494	-0.00842285
349200	-3478	-0.00939941
349300	-3456	-0.0098877
349400	-3466	-0.00769043
349500	-3478	-0.0078125
349600	-3466	-0.00683594
349700	-3474	-0.00476074
349800	-3450	-0.0045166
349900	-3444	-0.00561523
350000	-3462	-0.0057373
350100	-3440	-0.0057373
350200	-3444	-0.00622559
350300	-3434	-0.0057373
350400	-3414	-0.00378418
350500	-3390	-0.00219727
350600	-3380	-0.00256348
350700	-3388	-0.00268555
350800	-3386	-0.00317383
350900	-3380	-0.00341797
351000	-3374	-0.00341797
351100	-3384	-0.00268555
351200	-3392	-0.000488281
351300	-3390	0
351400	-3388	-0.00012207
351500	-3384	0.0012207
351600	-3380	0.00170898
351700	-3364	0.00170898
351800	-3384	0.00158691
351900	-3396	0.0012207
352000	-3404	0.000732422
352100	-3400	-0.000244141
352200	-3418	-0.00109863
352300	-3416	-0.00170898
352400	-3432	0.00012207
352500	-3436	0.00231934
352600	-3436	0.00280762
352700	-3416	0.00292969
352800	-3426	0.00256348
352900	-3428	0.00378418
353000	-3444	0.00390625
353100	-3450	0.0032959
353200	-3454	0.00268555
353300	-3462	0.00292969
353400	-3468	0.0020752
353500	-3468	-0.000366211
353600	-3476	-0.000366211
353700	-3488	-0.000610352
353800	-3452	-0.00170898
353900	-3450	-0.00292969
354000	-3436	-0.00219727
354100	-3472	-0.00244141
354200	-3448	-0.00158691
354300	-3434	-0.000976562
354400	-3440	-0.000610352
354500	-3440	-0.00109863
354600	-3450	-0.00012207
354700	-3456	-0.00146484
354800	-3446	-0.000488281
354900	-3474	-0.000366211
355000	-3506	0.000610352
355100	-3530	-0.000854492
355200	-3526	-0.00134277
355300	-3526	-0.00195312
355400	-3510	-0.00341797
355500	-3512	-0.00341797
355600	-3504	-0.00390625
355700	-3516	-0.00537109
355800	-3546	-0.0057373
355900	-3542	-0.00634766
356000	-3520	-0.00537109
356100	-3512	-0.00695801
356200	-3514	-0.00561523
356300	-3528	-0.00439453
356400	-3536	-0.0045166
356500	-3554	-0.00537109
356600	-3542	-0.00610352
356700	-3536	-0.0078125
356800	-3550	-0.00744629
356900	-3560	-0.0065918
357000	-3572	-0.00634766
357100	-3566	-0.00915527
357200	-3570	-0.00952148
357300	-3568	-0.0114746
357400	-3588	-0.00927734
357500	-3562	-0.00720215
357600	-3562	-0.00585938
357700	-3574	-0.0057373
357800	-3550	-0.00524902
357900	-3550	-0.00598145
358000	-3544	-0.0045166
358100	-3522	-0.00524902
358200	-3528	-0.00695801
358300	-3496	-0.00744629
358400	-3492	-0.00817871
358500	-3494	-0.00769043
358600	-3484	-0.00683594
358700	-3464	-0.00708008
358800	-3442	-0.00732422
358900	-3418	-0.00854492
359000	-3430	-0.0101318
359100	-3450	-0.010376
359200	-3450	-0.0113525
359300	-3436	-0.0109863
359400	-3448	-0.012085
359500	-3480	-0.0131836
359600	-3468	-0.0134277
359700	-3464	-0.0141602
359800	-3458	-0.0134277
359900	-3458	-0.0128174
360000	-3478	-0.0118408
360100	-3504	-0.0111084
360200	-3490	-0.0142822
360300	-3480	-0.0136719
360400	-3484	-0.013916
360500	-3462	-0.0161133
360600	-3440	-0.0157471
360700	-3456	-0.0153809
360800	-3464	-0.0136719
360900	-3458	-0.0126953
361000	-3452	-0.012085
361100	-3454	-0.012085
361200	-3454	-0.0128174
361300	-3440	-0.0130615
361400	-3456	-0.0136719
361500	-3482	-0.0130615
361600	-3496	-0.0119629
361700	-3480	-0.00976562
361800	-3476	-0.0114746
361900	-3458	-0.0100098
362000	-3482	-0.00964355
362100	-3488	-0.00878906
362200	-3488	-0.00793457
362300	-3478	-0.0078125
362400	-3480	-0.00793457
362500	-3488	-0.00805664
362600	-3456	-0.00769043
362700	-3424	-0.00756836
362800	-3428	-0.00854492
362900	-3412	-0.0100098
363000	-3422	-0.00939941
363100	-3428	-0.0098877
363200	-3406	-0.00964355
363300	-3440	-0.0107422
363400	-3446	-0.0100098
363500	-3420	-0.0090332
363600	-3410	-0.00891113
363700	-3420	-0.0090332
363800	-3406	-0.00646973
363900	-3388	-0.00610352
364000	-3390	-0.00463867
364100	-3366	-0.00390625
364200	-3372	-0.0020752
364300	-3376	-0.00231934
364400	-3374	-0.00439453
