size	64
J	1
T	H	E	C	m
1.5	3.6	-4.59936	7.53366e-07	0.999886
1.5	3.8	-4.79957	5.35403e-07	0.999926
1.5	4	-4.99966	4.14063e-07	0.999943
1.5	4.2	-5.19954	5.95505e-07	0.999926
1.5	4.4	-5.39976	3.30833e-07	0.999963
1.5	4.6	-5.59987	2.28384e-07	0.999981
1.5	4.8	-5.79994	9.13272e-08	0.999991
1.6	-5	-5.99382	0.00169772	-0.999104
1.6	-4.8	-5.79973	3.24172e-07	-0.99996
1.6	-4.6	-5.59979	2.43021e-07	-0.999969
1.6	-4.4	-5.39974	3.51376e-07	-0.999959
1.6	-4.2	-5.19957	5.46133e-07	-0.99993
1.6	-4	-4.99961	4.44496e-07	-0.999936
1.6	-3.8	-4.79933	7.16921e-07	-0.999884
1.6	-3.6	-4.59914	8.33559e-07	-0.999847
1.6	-3.4	-4.39885	1.27003e-06	-0.999787
1.6	-3.2	-4.19883	1.12196e-06	-0.999774
1.6	-3	-3.99836	1.34202e-06	-0.999672
1.6	-2.8	-3.79818	1.62582e-06	-0.999621
1.6	-2.6	-3.59755	2.17451e-06	-0.999466
1.6	-2.4	-3.39714	2.02877e-06	-0.99935
1.6	-2.2	-3.19622	3.25949e-06	-0.999097
1.6	-2	-2.99541	3.85619e-06	-0.998847
1.6	-1.8	-2.79458	3.73002e-06	-0.998568
1.6	-1.6	-2.59278	4.45683e-06	-0.997983
1.6	-1.4	-2.39182	5.76235e-06	-0.997575
1.6	-1.2	-2.19001	5.88439e-06	-0.996847
1.6	-1	-1.98747	8.23331e-06	-0.995759
1.6	-0.8	-1.78482	9.70394e-06	-0.994432
1.6	-0.6	-1.5811	1.04147e-05	-0.992481
1.6	-0.4	-1.37739	9.93175e-06	-0.990115
1.6	-0.2	-1.17088	1.62494e-05	-0.985646
1.6	2.16493e-15	-0.964673	1.45561e-05	-0.979892
1.6	0.2	-0.753899	0.000101434	-0.859966
1.6	0.4	-1.2878	0.0124797	0.827067
1.6	0.6	-1.58121	1.01441e-05	0.99251
1.6	0.8	-1.7834	9.07116e-06	0.993906
1.6	1	-1.98783	7.62261e-06	0.995876
1.6	1.2	-2.18994	6.59499e-06	0.996822
1.6	1.4	-2.39168	5.48071e-06	0.997533
1.6	1.6	-2.5933	4.02491e-06	0.998125
1.6	1.8	-2.79442	3.87415e-06	0.99853
1.6	2	-2.99548	2.92937e-06	0.998866
1.6	2.2	-3.19622	3.25776e-06	0.9991
1.6	2.4	-3.39686	3.11766e-06	0.999286
1.6	2.6	-3.59774	1.94468e-06	0.999509
1.6	2.8	-3.79773	2.34305e-06	0.999527
1.6	3	-3.99834	1.45193e-06	0.999668
1.6	3.2	-4.1987	1.37456e-06	0.99975
1.6	3.4	-4.39879	1.26119e-06	0.999775
1.6	3.6	-4.59911	9.69856e-07	0.99984
1.6	3.8	-4.7994	6.0664e-07	0.999896
1.6	4	-4.99941	6.32327e-07	0.999902
1.6	4.2	-5.19939	7.46785e-07	0.999902
1.6	4.4	-5.39962	4.43874e-07	0.999941
1.6	4.6	-5.59969	4.05583e-07	0.999954
1.6	4.8	-5.79978	2.70337e-07	0.999968
1.7	-5	-5.99436	0.00122022	-0.999185
1.7	-4.8	-5.79963	4.14578e-07	-0.999946
1.7	-4.6	-5.59958	4.61271e-07	-0.999937
1.7	-4.4	-5.39929	7.77249e-07	-0.999889
1.7	-4.2	-5.19919	8.91885e-07	-0.99987
1.7	-4	-4.99897	9.99054e-07	-0.999828
1.7	-3.8	-4.7988	1.22172e-06	-0.999793
1.7	-3.6	-4.59871	1.05366e-06	-0.999769
1.7	-3.4	-4.39809	1.52924e-06	-0.999646
1.7	-3.2	-4.19775	1.81834e-06	-0.999567
1.7	-3	-3.99718	2.38226e-06	-0.999435
1.7	-2.8	-3.79689	2.28549e-06	-0.999352
1.7	-2.6	-3.59625	2.77876e-06	-0.999183
1.7	-2.4	-3.39539	3.50012e-06	-0.998946
1.7	-2.2	-3.19443	3.58305e-06	-0.99867
1.7	-2	-2.99269	4.87041e-06	-0.998162
1.7	-1.8	-2.79189	5.12677e-06	-0.997854
1.7	-1.6	-2.58969	7.33651e-06	-0.997111
1.7	-1.4	-2.38716	8.06386e-06	-0.996179
1.7	-1.2	-2.18408	8.4214e-06	-0.994938
1.7	-1	-1.98185	9.99992e-06	-0.993829
1.7	-0.8	-1.77764	1.20284e-05	-0.991782
1.7	-0.6	-1.5735	1.16547e-05	-0.989387
1.7	-0.4	-1.36835	1.57251e-05	-0.986045
1.7	-0.2	-1.1598	1.58864e-05	-0.979934
1.7	2.16493e-15	-0.94831	2.00537e-05	-0.96955
1.7	0.2	-0.74194	0.000171196	-0.803572
1.7	0.4	-1.30088	0.00748409	0.87193
1.7	0.6	-1.57315	1.12721e-05	0.989225
1.7	0.8	-1.77788	1.01512e-05	0.991876
1.7	1	-1.98191	1.06846e-05	0.993843
1.7	1.2	-2.1847	9.5801e-06	0.995154
1.7	1.4	-2.38695	7.00161e-06	0.996119
1.7	1.6	-2.59007	6.00594e-06	0.997222
1.7	1.8	-2.79211	5.13117e-06	0.997911
1.7	2	-2.99292	4.39845e-06	0.998223
1.7	2.2	-3.19386	4.49651e-06	0.998534
1.7	2.4	-3.39506	3.60904e-06	0.998875
1.7	2.6	-3.59651	2.23601e-06	0.999241
1.7	2.8	-3.79682	2.72535e-06	0.999337
1.7	3	-3.99733	2.03743e-06	0.999466
1.7	3.2	-4.19727	2.1428e-06	0.999474
1.7	3.4	-4.39798	1.99977e-06	0.999626
1.7	3.6	-4.59848	1.26309e-06	0.999728
1.7	3.8	-4.79887	1.11564e-06	0.999805
1.7	4	-4.99922	7.87507e-07	0.99987
1.7	4.2	-5.19929	7.04974e-07	0.999885
1.7	4.4	-5.39927	8.42223e-07	0.999886
1.7	4.6	-5.59941	6.66653e-07	0.999911
1.7	4.8	-5.79959	4.21997e-07	0.999939
1.8	-5	-5.99337	0.00129347	-0.999038
1.8	-4.8	-5.79885	1.00814e-06	-0.999831
1.8	-4.6	-5.59907	8.13853e-07	-0.999858
1.8	-4.4	-5.39886	1.13343e-06	-0.999821
1.8	-4.2	-5.19853	1.41369e-06	-0.999763
1.8	-4	-4.99842	1.42363e-06	-0.999736
1.8	-3.8	-4.7979	1.64468e-06	-0.999639
1.8	-3.6	-4.59793	1.66021e-06	-0.99963
1.8	-3.4	-4.39706	2.1367e-06	-0.999456
1.8	-3.2	-4.19567	3.5418e-06	-0.999165
1.8	-3	-3.99581	3.03086e-06	-0.999162
1.8	-2.8	-3.79488	3.54092e-06	-0.998929
1.8	-2.6	-3.59345	4.04486e-06	-0.998573
1.8	-2.4	-3.39257	5.33115e-06	-0.998302
1.8	-2.2	-3.19061	6.17729e-06	-0.997752
1.8	-2	-2.98923	6.21315e-06	-0.997285
1.8	-1.8	-2.78671	7.20792e-06	-0.996477
1.8	-1.6	-2.58508	8.46124e-06	-0.99582
1.8	-1.4	-2.38093	1.01805e-05	-0.994304
1.8	-1.2	-2.17817	1.23714e-05	-0.993046
1.8	-1	-1.97351	1.09605e-05	-0.990965
1.8	-0.8	-1.76936	1.35223e-05	-0.988642
1.8	-0.6	-1.56235	1.50345e-05	-0.984744
1.8	-0.4	-1.35499	1.84264e-05	-0.979754
1.8	-0.2	-1.14486	2.11466e-05	-0.971973
1.8	2.16493e-15	-0.931636	2.59338e-05	-0.958342
1.8	0.2	-0.81753	0.00607828	-0.198214
1.8	0.4	-1.35434	2.02767e-05	0.979239
1.8	0.6	-1.5631	1.44161e-05	0.98508
1.8	0.8	-1.76825	1.67248e-05	0.988247
1.8	1	-1.97456	1.12696e-05	0.991327
1.8	1.2	-2.17763	1.10456e-05	0.992871
1.8	1.4	-2.38211	1.17399e-05	0.994652
1.8	1.6	-2.5857	7.94368e-06	0.995991
1.8	1.8	-2.78776	6.39672e-06	0.996756
1.8	2	-2.98924	6.53514e-06	0.997295
1.8	2.2	-3.19202	5.02932e-06	0.998094
1.8	2.4	-3.39287	5.24113e-06	0.998374
1.8	2.6	-3.59474	3.71125e-06	0.998854
1.8	2.8	-3.79552	3.00447e-06	0.999062
1.8	3	-3.99568	2.68461e-06	0.999134
1.8	3.2	-4.19658	2.82822e-06	0.999341
1.8	3.4	-4.39737	2.11284e-06	0.999513
1.8	3.6	-4.59718	2.51036e-06	0.999497
1.8	3.8	-4.79799	1.50993e-06	0.999654
1.8	4	-4.99846	1.50805e-06	0.999743
1.8	4.2	-5.19845	1.41957e-06	0.99975
1.8	4.4	-5.3989	1.03199e-06	0.999828
1.8	4.6	-5.59894	1.09868e-06	0.999839
1.8	4.8	-5.79928	7.53581e-07	0.999894
1.9	-5	-5.99338	0.00107864	-0.999044
1.9	-4.8	-5.79876	1.14342e-06	-0.999817
1.9	-4.6	-5.59865	1.33326e-06	-0.999795
1.9	-4.4	-5.39816	1.41231e-06	-0.999712
1.9	-4.2	-5.19741	2.18471e-06	-0.999582
1.9	-4	-4.99723	2.55717e-06	-0.999538
1.9	-3.8	-4.79689	2.65513e-06	-0.999463
1.9	-3.6	-4.59564	2.97924e-06	-0.999221
1.9	-3.4	-4.39559	3.49394e-06	-0.999183
1.9	-3.2	-4.19484	3.983e-06	-0.999006
1.9	-3	-3.99328	4.32043e-06	-0.998655
1.9	-2.8	-3.79233	4.59723e-06	-0.998397
1.9	-2.6	-3.59148	6.06208e-06	-0.998144
1.9	-2.4	-3.38966	5.58804e-06	-0.997638
1.9	-2.2	-3.18643	8.56478e-06	-0.996751
1.9	-2	-2.98517	7.77092e-06	-0.996268
1.9	-1.8	-2.78213	1.03585e-05	-0.995248
1.9	-1.6	-2.57825	1.13705e-05	-0.993885
1.9	-1.4	-2.37498	1.43797e-05	-0.992512
1.9	-1.2	-2.17029	1.29961e-05	-0.990494
1.9	-1	-1.96402	1.65136e-05	-0.987588
1.9	-0.8	-1.75799	1.98727e-05	-0.984339
1.9	-0.6	-1.5505	1.68976e-05	-0.979768
1.9	-0.4	-1.34172	2.06305e-05	-0.973429
1.9	-0.2	-1.12724	2.56456e-05	-0.962158
1.9	2.16493e-15	-0.903394	3.22167e-05	-0.93731
1.9	0.2	-0.947286	0.0113408	0.38639
1.9	0.4	-1.33796	2.33746e-05	0.971597
1.9	0.6	-1.55064	2.07746e-05	0.979864
1.9	0.8	-1.75816	1.56045e-05	0.984392
1.9	1	-1.96465	1.6209e-05	0.987834
1.9	1.2	-2.16838	1.54205e-05	0.989858
1.9	1.4	-2.37499	1.11228e-05	0.992499
1.9	1.6	-2.57913	1.15945e-05	0.994122
1.9	1.8	-2.78244	8.73833e-06	0.995338
1.9	2	-2.98496	9.40742e-06	0.996209
1.9	2.2	-3.18771	6.78937e-06	0.997058
1.9	2.4	-3.38878	6.36217e-06	0.997436
1.9	2.6	-3.59115	5.47475e-06	0.998069
1.9	2.8	-3.79274	4.52008e-06	0.998483
1.9	3	-3.99349	4.63706e-06	0.998694
1.9	3.2	-4.19513	3.22673e-06	0.999062
1.9	3.4	-4.39572	3.01897e-06	0.999207
1.9	3.6	-4.59625	2.70993e-06	0.999328
1.9	3.8	-4.79685	2.20437e-06	0.999456
1.9	4	-4.99735	2.07126e-06	0.999558
1.9	4.2	-5.19793	1.68194e-06	0.999667
1.9	4.4	-5.39835	1.40456e-06	0.999742
1.9	4.6	-5.59844	1.25349e-06	0.999764
1.9	4.8	-5.79872	1.10857e-06	0.999812
2	-5	-5.99326	0.000872432	-0.999026
2	-4.8	-5.79785	1.62452e-06	-0.999683
2	-4.6	-5.59728	2.15753e-06	-0.999587
2	-4.4	-5.39728	1.93447e-06	-0.999575
2	-4.2	-5.19638	2.56063e-06	-0.999416
2	-4	-4.99586	2.90701e-06	-0.999309
2	-3.8	-4.79458	3.56033e-06	-0.999064
2	-3.6	-4.59412	3.5953e-06	-0.99895
2	-3.4	-4.3936	4.58566e-06	-0.998811
2	-3.2	-4.1924	4.63182e-06	-0.998535
2	-3	-3.99054	4.53795e-06	-0.998103
2	-2.8	-3.78874	7.21109e-06	-0.997643
2	-2.6	-3.5874	7.14665e-06	-0.997246
2	-2.4	-3.38524	8.10824e-06	-0.996625
2	-2.2	-3.18229	1.0174e-05	-0.995754
2	-2	-2.97859	1.07647e-05	-0.994591
2	-1.8	-2.77552	1.14171e-05	-0.993475
2	-1.6	-2.57105	1.3411e-05	-0.991835
2	-1.4	-2.3665	1.20686e-05	-0.989929
2	-1.2	-2.16066	1.68242e-05	-0.987349
2	-1	-1.95414	1.52218e-05	-0.984148
2	-0.8	-1.74453	2.16743e-05	-0.979145
2	-0.6	-1.53409	2.47101e-05	-0.972686
2	-0.4	-1.31888	3.1208e-05	-0.962399
2	-0.2	-1.10354	2.80038e-05	-0.948683
2	2.16493e-15	-0.87217	4.64687e-05	-0.911543
2	0.2	-0.963619	0.00937218	0.532629
2	0.4	-1.32112	2.7833e-05	0.963583
2	0.6	-1.53657	2.07837e-05	0.973786
2	0.8	-1.74605	2.23578e-05	0.979744
2	1	-1.95223	2.01042e-05	0.98347
2	1.2	-2.15992	1.70912e-05	0.987106
2	1.4	-2.36604	1.44099e-05	0.989803
2	1.6	-2.57113	1.21261e-05	0.991853
2	1.8	-2.77573	1.17368e-05	0.99353
2	2	-2.9788	1.10707e-05	0.994648
2	2.2	-3.1815	9.66458e-06	0.995557
2	2.4	-3.38559	8.10124e-06	0.996712
2	2.6	-3.58769	6.65299e-06	0.997312
2	2.8	-3.78902	6.23489e-06	0.997706
2	3	-3.99057	5.0775e-06	0.998108
2	3.2	-4.19249	5.54449e-06	0.998553
2	3.4	-4.3936	4.12858e-06	0.998812
2	3.6	-4.59401	3.54585e-06	0.998929
2	3.8	-4.79501	3.96215e-06	0.999139
2	4	-4.99636	2.7239e-06	0.999394
2	4.2	-5.19672	2.55749e-06	0.99947
2	4.4	-5.39685	2.79281e-06	0.999508
2	4.6	-5.59709	2.04328e-06	0.999559
2	4.8	-5.79825	1.43993e-06	0.999743
2.1	-5	-5.99127	0.000948355	-0.998736
2.1	-4.8	-5.79725	1.94604e-06	-0.999596
2.1	-4.6	-5.59658	2.53216e-06	-0.999482
2.1	-4.4	-5.39595	2.7093e-06	-0.999366
2.1	-4.2	-5.19477	3.17838e-06	-0.999156
2.1	-4	-4.99396	3.88017e-06	-0.998991
2.1	-3.8	-4.79312	4.55585e-06	-0.998813
2.1	-3.6	-4.59139	4.83952e-06	-0.998461
2.1	-3.4	-4.39072	6.36194e-06	-0.998281
2.1	-3.2	-4.18921	5.48676e-06	-0.997918
2.1	-3	-3.98789	6.58786e-06	-0.997571
2.1	-2.8	-3.78559	7.23171e-06	-0.996982
2.1	-2.6	-3.58194	1.041e-05	-0.996054
2.1	-2.4	-3.37982	9.53526e-06	-0.99538
2.1	-2.2	-3.17527	1.60709e-05	-0.994058
2.1	-2	-2.97224	1.49581e-05	-0.992987
2.1	-1.8	-2.76739	1.33874e-05	-0.991294
2.1	-1.6	-2.56223	1.95871e-05	-0.989292
2.1	-1.4	-2.35646	1.50801e-05	-0.986898
2.1	-1.2	-2.14951	1.90332e-05	-0.983703
2.1	-1	-1.93998	2.09611e-05	-0.979114
2.1	-0.8	-1.72888	2.47461e-05	-0.972997
2.1	-0.6	-1.51612	2.45877e-05	-0.964975
2.1	-0.4	-1.29987	3.12329e-05	-0.95293
2.1	-0.2	-1.0783	3.34115e-05	-0.933476
2.1	2.16493e-15	-0.830325	6.17324e-05	-0.868659
2.1	0.2	-0.959506	0.00792153	0.61466
2.1	0.4	-1.2984	3.1373e-05	0.952004
2.1	0.6	-1.51644	2.90505e-05	0.964998
2.1	0.8	-1.72917	2.2765e-05	0.973133
2.1	1	-1.9411	1.86665e-05	0.979478
2.1	1.2	-2.1485	1.85449e-05	0.983337
2.1	1.4	-2.35572	1.72845e-05	0.986641
2.1	1.6	-2.56105	1.36464e-05	0.988981
2.1	1.8	-2.76744	1.21177e-05	0.991299
2.1	2	-2.97226	1.28588e-05	0.99298
2.1	2.2	-3.17524	1.24449e-05	0.994047
2.1	2.4	-3.3798	1.16268e-05	0.995379
2.1	2.6	-3.58196	8.71108e-06	0.996056
2.1	2.8	-3.78469	9.27088e-06	0.996798
2.1	3	-3.98678	6.3326e-06	0.997346
2.1	3.2	-4.18729	6.52862e-06	0.997548
2.1	3.4	-4.39053	5.03268e-06	0.998244
2.1	3.6	-4.59206	5.2174e-06	0.998579
2.1	3.8	-4.79219	4.39408e-06	0.998652
2.1	4	-4.99423	4.38393e-06	0.999037
2.1	4.2	-5.19493	3.44091e-06	0.999183
2.1	4.4	-5.39572	2.73458e-06	0.999331
2.1	4.6	-5.59628	2.23791e-06	0.999437
2.1	4.8	-5.7968	2.20166e-06	0.999529
2.2	-5	-5.98995	0.000893312	-0.998552
2.2	-4.8	-5.79565	2.94029e-06	-0.99936
2.2	-4.6	-5.59466	3.60459e-06	-0.99919
2.2	-4.4	-5.39366	4.19783e-06	-0.999008
2.2	-4.2	-5.1927	4.31162e-06	-0.998821
2.2	-4	-4.99153	5.41511e-06	-0.998587
2.2	-3.8	-4.78928	5.43737e-06	-0.998149
2.2	-3.6	-4.58869	7.24909e-06	-0.997977
2.2	-3.4	-4.38773	7.7957e-06	-0.99772
2.2	-3.2	-4.18474	7.52254e-06	-0.997053
2.2	-3	-3.98238	9.93902e-06	-0.996458
2.2	-2.8	-3.77826	1.08011e-05	-0.995445
2.2	-2.6	-3.5764	1.01326e-05	-0.994829
2.2	-2.4	-3.37151	1.18188e-05	-0.993471
2.2	-2.2	-3.16767	1.40809e-05	-0.992213
2.2	-2	-2.96386	1.36976e-05	-0.990843
2.2	-1.8	-2.75837	1.52865e-05	-0.988836
2.2	-1.6	-2.55102	1.83059e-05	-0.98607
2.2	-1.4	-2.34294	1.90499e-05	-0.982698
2.2	-1.2	-2.13402	2.61464e-05	-0.978552
2.2	-1	-1.92338	2.19048e-05	-0.97309
2.2	-0.8	-1.71202	3.00897e-05	-0.966375
2.2	-0.6	-1.49364	3.11993e-05	-0.954781
2.2	-0.4	-1.27347	3.55026e-05	-0.939316
2.2	-0.2	-1.03935	3.66952e-05	-0.907721
2.2	2.16493e-15	-0.783823	7.97944e-05	-0.821428
2.2	0.2	-0.960197	0.0054198	0.705203
2.2	0.4	-1.27103	4.78327e-05	0.937785
2.2	0.6	-1.4957	2.87033e-05	0.955835
2.2	0.8	-1.71126	2.63282e-05	0.965972
2.2	1	-1.9229	2.78206e-05	0.972935
2.2	1.2	-2.13385	2.12911e-05	0.978521
2.2	1.4	-2.34314	1.98236e-05	0.982794
2.2	1.6	-2.55147	1.91812e-05	0.986186
2.2	1.8	-2.75738	1.51666e-05	0.98857
2.2	2	-2.96369	1.31578e-05	0.990787
2.2	2.2	-3.16765	1.45615e-05	0.99222
2.2	2.4	-3.37183	1.34291e-05	0.993542
2.2	2.6	-3.57531	1.17652e-05	0.994594
2.2	2.8	-3.77936	9.79483e-06	0.995682
2.2	3	-3.98209	9.82272e-06	0.996399
2.2	3.2	-4.18479	6.97742e-06	0.997065
2.2	3.4	-4.38669	8.42601e-06	0.997529
2.2	3.6	-4.58921	7.57472e-06	0.998069
2.2	3.8	-4.79076	5.07679e-06	0.998405
2.2	4	-4.99142	5.13246e-06	0.998567
2.2	4.2	-5.193	4.70391e-06	0.998871
2.2	4.4	-5.39458	3.45984e-06	0.999151
2.2	4.6	-5.59506	3.12192e-06	0.999251
2.2	4.8	-5.79516	3.41878e-06	0.999288
2.3	-5	-5.98907	0.000821408	-0.998422
2.3	-4.8	-5.79452	3.80603e-06	-0.999194
2.3	-4.6	-5.59221	5.74149e-06	-0.998819
2.3	-4.4	-5.39095	5.55226e-06	-0.998584
2.3	-4.2	-5.1903	4.88769e-06	-0.998434
2.3	-4	-4.98783	6.74326e-06	-0.997967
2.3	-3.8	-4.78577	7.16206e-06	-0.997542
2.3	-3.6	-4.58575	7.40759e-06	-0.997449
2.3	-3.4	-4.38198	8.91115e-06	-0.996654
2.3	-3.2	-4.17992	8.4986e-06	-0.996121
2.3	-3	-3.97709	1.16986e-05	-0.995395
2.3	-2.8	-3.77307	1.15949e-05	-0.994352
2.3	-2.6	-3.57009	1.13289e-05	-0.993446
2.3	-2.4	-3.36527	1.3577e-05	-0.992028
2.3	-2.2	-3.15789	1.59252e-05	-0.989845
2.3	-2	-2.9531	1.84257e-05	-0.988087
2.3	-1.8	-2.74516	2.03857e-05	-0.985265
2.3	-1.6	-2.53682	2.15391e-05	-0.981986
2.3	-1.4	-2.32701	2.67523e-05	-0.977768
2.3	-1.2	-2.11802	2.42381e-05	-0.973183
2.3	-1	-1.9061	2.83462e-05	-0.966764
2.3	-0.8	-1.68936	2.90373e-05	-0.957211
2.3	-0.6	-1.46879	4.20471e-05	-0.943588
2.3	-0.4	-1.24585	4.14466e-05	-0.924213
2.3	-0.2	-1.00284	4.48819e-05	-0.881673
2.3	2.16493e-15	-0.716101	8.22431e-05	-0.722646
2.3	0.2	-0.944664	0.00355418	0.746334
2.3	0.4	-1.24442	3.88733e-05	0.923891
2.3	0.6	-1.46626	3.64346e-05	0.942261
2.3	0.8	-1.68556	2.89139e-05	0.955603
2.3	1	-1.90416	3.29931e-05	0.966088
2.3	1.2	-2.11743	2.86903e-05	0.973024
2.3	1.4	-2.32619	2.41266e-05	0.977517
2.3	1.6	-2.53737	2.22037e-05	0.982118
2.3	1.8	-2.74523	1.96802e-05	0.985273
2.3	2	-2.95182	1.92209e-05	0.987731
2.3	2.2	-3.15981	1.9237e-05	0.9903
2.3	2.4	-3.36507	1.64581e-05	0.991989
2.3	2.6	-3.56973	1.53452e-05	0.993368
2.3	2.8	-3.7737	1.03753e-05	0.994491
2.3	3	-3.97769	9.70014e-06	0.995516
2.3	3.2	-4.18012	9.61804e-06	0.996163
2.3	3.4	-4.3821	8.99248e-06	0.996671
2.3	3.6	-4.58452	9.02981e-06	0.997229
2.3	3.8	-4.78622	7.68806e-06	0.997618
2.3	4	-4.98745	6.60422e-06	0.997907
2.3	4.2	-5.19016	4.58168e-06	0.99841
2.3	4.4	-5.39067	5.41956e-06	0.998542
2.3	4.6	-5.59248	4.95447e-06	0.998859
2.3	4.8	-5.79386	3.6846e-06	0.999097
2.4	-5	-5.98575	0.000664686	-0.997948
2.4	-4.8	-5.79169	3.83258e-06	-0.998777
2.4	-4.6	-5.5906	6.3825e-06	-0.998575
2.4	-4.4	-5.38888	5.99577e-06	-0.998259
2.4	-4.2	-5.1852	8.19438e-06	-0.997608
2.4	-4	-4.98366	7.6318e-06	-0.997269
2.4	-3.8	-4.78282	8.20112e-06	-0.997029
2.4	-3.6	-4.57953	9.40905e-06	-0.996333
2.4	-3.4	-4.37685	1.02173e-05	-0.995694
2.4	-3.2	-4.17296	1.14765e-05	-0.994771
2.4	-3	-3.96981	1.26305e-05	-0.993925
2.4	-2.8	-3.76563	1.2629e-05	-0.992785
2.4	-2.6	-3.55946	1.61577e-05	-0.991103
2.4	-2.4	-3.354	1.58316e-05	-0.989421
2.4	-2.2	-3.14822	1.7027e-05	-0.987473
2.4	-2	-2.94173	1.94983e-05	-0.985131
2.4	-1.8	-2.73065	2.33626e-05	-0.981306
2.4	-1.6	-2.52145	2.45573e-05	-0.977463
2.4	-1.4	-2.30972	3.37933e-05	-0.972409
2.4	-1.2	-2.09862	3.30074e-05	-0.966653
2.4	-1	-1.88507	3.51511e-05	-0.959035
2.4	-0.8	-1.66268	3.47584e-05	-0.946289
2.4	-0.6	-1.43921	4.20208e-05	-0.929655
2.4	-0.4	-1.20848	5.46605e-05	-0.903623
2.4	-0.2	-0.964966	7.13057e-05	-0.855385
2.4	2.16493e-15	-0.631857	0.000138042	-0.455836
2.4	0.2	-0.932606	0.00125664	0.797915
2.4	0.4	-1.21305	5.39448e-05	0.906391
2.4	0.6	-1.43685	4.33715e-05	0.928357
2.4	0.8	-1.66001	4.07662e-05	0.945086
2.4	1	-1.88225	3.6944e-05	0.95799
2.4	1.2	-2.0998	3.72897e-05	0.967069
2.4	1.4	-2.30917	2.68587e-05	0.972157
2.4	1.6	-2.5223	2.702e-05	0.977733
2.4	1.8	-2.73253	2.28531e-05	0.981842
2.4	2	-2.93871	2.36843e-05	0.984391
2.4	2.2	-3.14757	1.89554e-05	0.987319
2.4	2.4	-3.35389	1.68787e-05	0.989405
2.4	2.6	-3.55841	1.75861e-05	0.990859
2.4	2.8	-3.76454	1.3512e-05	0.99255
2.4	3	-3.97025	1.15801e-05	0.994016
2.4	3.2	-4.17423	1.01743e-05	0.995023
2.4	3.4	-4.37713	1.02764e-05	0.995746
2.4	3.6	-4.58012	1.06726e-05	0.996434
2.4	3.8	-4.78134	1.09509e-05	0.996775
2.4	4	-4.98406	7.19045e-06	0.997336
2.4	4.2	-5.18685	7.08605e-06	0.997874
2.4	4.4	-5.38734	6.60923e-06	0.998018
2.4	4.6	-5.59015	4.80387e-06	0.998507
2.4	4.8	-5.79077	5.44023e-06	0.998642
2.5	-5	-5.98302	0.000794088	-0.997556
2.5	-4.8	-5.78835	6.75234e-06	-0.998284
2.5	-4.6	-5.58643	7.56234e-06	-0.997939
2.5	-4.4	-5.3846	8.28928e-06	-0.997591
2.5	-4.2	-5.18296	7.89537e-06	-0.997244
2.5	-4	-4.98016	1.08907e-05	-0.996687
2.5	-3.8	-4.77626	1.14222e-05	-0.995895
2.5	-3.6	-4.57434	1.1347e-05	-0.995401
2.5	-3.4	-4.36909	1.4082e-05	-0.994251
2.5	-3.2	-4.16668	1.3321e-05	-0.993554
2.5	-3	-3.9617	1.45228e-05	-0.992282
2.5	-2.8	-3.75479	1.68204e-05	-0.990499
2.5	-2.6	-3.54885	1.94825e-05	-0.988752
2.5	-2.4	-3.34481	1.66691e-05	-0.987271
2.5	-2.2	-3.13579	2.13973e-05	-0.984427
2.5	-2	-2.9268	2.21488e-05	-0.981309
2.5	-1.8	-2.71646	2.56788e-05	-0.977402
2.5	-1.6	-2.50405	2.94909e-05	-0.972397
2.5	-1.4	-2.29359	3.57203e-05	-0.967238
2.5	-1.2	-2.07489	3.38455e-05	-0.958558
2.5	-1	-1.85866	3.46271e-05	-0.949121
2.5	-0.8	-1.63591	4.84519e-05	-0.93502
2.5	-0.6	-1.40616	5.08736e-05	-0.913731
2.5	-0.4	-1.17278	5.84957e-05	-0.883309
2.5	-0.2	-0.912775	6.39665e-05	-0.813371
2.5	2.16493e-15	-0.56177	0.000130626	-0.167607
2.5	0.2	-0.885595	0.000710034	0.773546
2.5	0.4	-1.16825	5.33894e-05	0.88079
2.5	0.6	-1.41013	6.04893e-05	0.915749
2.5	0.8	-1.6346	4.22122e-05	0.934517
2.5	1	-1.85801	3.76296e-05	0.948966
2.5	1.2	-2.07622	3.13691e-05	0.959023
2.5	1.4	-2.29052	3.47198e-05	0.966281
2.5	1.6	-2.50196	2.93091e-05	0.971783
2.5	1.8	-2.71661	2.61024e-05	0.977448
2.5	2	-2.92606	2.52033e-05	0.981085
2.5	2.2	-3.13429	2.39083e-05	0.984026
2.5	2.4	-3.34283	2.38093e-05	0.986811
2.5	2.6	-3.54994	1.66421e-05	0.988991
2.5	2.8	-3.75463	1.56947e-05	0.990457
2.5	3	-3.9597	1.50552e-05	0.991881
2.5	3.2	-4.16452	1.55296e-05	0.993137
2.5	3.4	-4.36876	1.39867e-05	0.994187
2.5	3.6	-4.57324	1.1907e-05	0.9952
2.5	3.8	-4.77618	1.21437e-05	0.995881
2.5	4	-4.97901	9.78488e-06	0.996491
2.5	4.2	-5.18273	8.98109e-06	0.99721
2.5	4.4	-5.38464	6.28012e-06	0.997597
2.5	4.6	-5.58751	5.93522e-06	0.998104
2.5	4.8	-5.78761	6.45695e-06	0.998175
2.6	-5	-5.97958	0.000699003	-0.997062
2.6	-4.8	-5.78551	6.40777e-06	-0.997868
